Frequency (Hz),Red_X,Red_Y,Blue_X,Green_X,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Red2_X,Red2_Y,Blue2_X,Blue2_Y,Green2_X,Green2_Y,Orange2_X,Yellow2_X,Yellow2_Y,Pink2_X
25.7826,0.0067,0.0061,1.4417,0.2102,0.0141,0.0025,0.094,0.2256,0.0672,0.0589,1.7236,0.071,0.0096,0.0681,23.827,0.1129,0.2876,0.0319,0.0151,0.0222,8.7104
25.8825,0.0081,0.0079,1.7713,0.2742,0.0167,0.001,0.0977,0.2303,0.0404,0.0732,1.9517,0.089,0.0106,0.0618,23.7557,0.1189,0.3041,0.0288,0.0146,0.0193,8.9982
25.9825,0.009,0.009,2.1088,0.3473,0.0173,0.0006,0.1021,0.2088,0.0299,0.0727,1.3881,0.0975,0.0103,0.0505,18.1112,0.1247,0.3207,0.0258,0.0106,0.0129,9.3058
26.0824,0.0091,0.0091,2.4293,0.3012,0.0158,0.0017,0.1035,0.1644,0.0528,0.0622,0.7729,0.0929,0.0088,0.0451,10.0349,0.1296,0.3358,0.0235,0.0058,0.0066,9.704
26.1823,0.0086,0.008,2.7179,0.3909,0.0122,0.0025,0.0984,0.1042,0.0725,0.0582,1.079,0.0758,0.0068,0.0525,13.5586,0.1332,0.3483,0.0228,0.0073,0.0081,10.1895
26.2823,0.0074,0.0061,2.9644,0.2179,0.007,0.0028,0.0849,0.0439,0.0759,0.0734,1.5039,0.0522,0.0053,0.0629,25.7771,0.1354,0.3572,0.0236,0.0116,0.0118,10.6547
26.3822,0.0057,0.0039,3.1614,0.2515,0.001,0.0026,0.0649,0.0575,0.0612,0.0944,1.7471,0.039,0.0054,0.0664,36.0268,0.1362,0.3624,0.0258,0.0131,0.012,10.9287
26.4821,0.0039,0.0032,3.303,0.1082,0.0059,0.002,0.0467,0.1142,0.0335,0.1061,1.3928,0.0523,0.0061,0.0598,40.9039,0.1362,0.3645,0.0288,0.011,0.009,10.8511
26.5821,0.0024,0.0056,3.3852,0.1168,0.0121,0.0011,0.046,0.1598,0.0182,0.1024,0.7724,0.0721,0.006,0.0465,39.2912,0.136,0.3645,0.032,0.0068,0.0095,10.3325
26.682,0.0027,0.0088,3.4057,0.0467,0.0172,0.0011,0.0612,0.1856,0.0443,0.0863,0.9384,0.0827,0.0045,0.0374,32.4561,0.1359,0.3636,0.0346,0.0069,0.0162,9.3831
26.7819,0.0041,0.0117,3.3645,0.1167,0.0207,0.0024,0.0748,0.1894,0.065,0.071,1.2243,0.0794,0.0019,0.0435,25.5489,0.1361,0.3629,0.0358,0.0117,0.0224,8.1115
26.8818,0.0056,0.0139,3.2642,0.0245,0.022,0.0038,0.0774,0.1721,0.0691,0.0744,0.8703,0.0638,0.0028,0.055,27.5329,0.1365,0.3628,0.0355,0.0148,0.0247,6.7007
26.9818,0.0066,0.0151,3.1108,0.2412,0.0209,0.0051,0.0661,0.1378,0.0552,0.0913,0.3791,0.0446,0.0068,0.0599,37.6275,0.1368,0.3632,0.0338,0.0144,0.0222,5.373
27.0817,0.0071,0.0152,2.9147,0.1588,0.0176,0.006,0.0422,0.0931,0.0282,0.1027,1.0302,0.0441,0.0103,0.0542,47.377,0.1365,0.3634,0.0314,0.0108,0.0165,4.3586
27.1816,0.0069,0.0141,2.692,0.2756,0.0123,0.0065,0.0132,0.0469,0.0179,0.099,1.8339,0.0651,0.0123,0.0405,52.021,0.1353,0.3628,0.029,0.0069,0.0133,3.8586
27.2816,0.0062,0.0119,2.4655,0.2677,0.0059,0.0064,0.0306,0.0257,0.0465,0.0801,2.1254,0.0854,0.0125,0.0299,49.99,0.1334,0.3607,0.027,0.0086,0.0167,3.9531
27.3815,0.005,0.009,2.2662,0.1777,0.0042,0.0057,0.061,0.0515,0.0674,0.0567,1.8572,0.0939,0.0105,0.0371,42.0984,0.1309,0.3571,0.0254,0.0126,0.0207,4.5255
27.4814,0.0034,0.0062,2.1306,0.3039,0.011,0.0046,0.081,0.0751,0.0717,0.0519,0.9483,0.0876,0.0071,0.0509,31.7232,0.1285,0.3523,0.0249,0.014,0.0206,5.353
27.5814,0.0019,0.0054,2.0909,0.1786,0.0179,0.0031,0.0853,0.0872,0.0581,0.0687,0.181,0.0692,0.0052,0.0579,25.7391,0.1263,0.3471,0.0271,0.0119,0.0158,6.2176
27.6813,0.0016,0.0077,2.1594,0.4393,0.0234,0.002,0.072,0.0899,0.0316,0.0823,0.5113,0.0512,0.0087,0.054,29.5117,0.1247,0.3421,0.0329,0.0077,0.011,6.9487
27.7812,0.0029,0.0112,2.3207,0.2903,0.0268,0.0027,0.0426,0.09,0.02,0.0805,0.5437,0.0568,0.0137,0.0415,37.1111,0.1234,0.3376,0.0417,0.007,0.0157,7.465
27.8812,0.0043,0.0144,2.5408,0.3512,0.0277,0.0045,0.0024,0.0954,0.0471,0.0628,0.3508,0.0816,0.0174,0.0307,41.9327,0.122,0.3335,0.0517,0.0116,0.0245,7.8224
27.9811,0.0053,0.0169,2.7826,0.341,0.0261,0.0063,0.0432,0.1083,0.0689,0.0395,0.8426,0.1038,0.0188,0.0372,41.5436,0.1201,0.3292,0.0614,0.0152,0.0304,8.2249
28.081,0.0058,0.0183,3.0142,0.0299,0.022,0.0078,0.0843,0.1231,0.0746,0.0395,1.5597,0.113,0.0177,0.0518,35.9978,0.1174,0.3239,0.0703,0.0157,0.0314,8.9286
28.181,0.0058,0.0185,3.2114,0.0936,0.0158,0.0088,0.1137,0.132,0.0623,0.0615,2.1336,0.1066,0.0146,0.0607,27.0227,0.1137,0.317,0.0783,0.0132,0.0287,10.0487
28.2809,0.0053,0.0176,3.357,0.1722,0.0081,0.0092,0.1258,0.1294,0.0368,0.0766,1.8608,0.089,0.0115,0.0593,18.1028,0.1093,0.3082,0.0856,0.0101,0.0263,11.4609
28.3808,0.0043,0.0157,3.4397,0.2454,0.0016,0.009,0.1178,0.1121,0.0207,0.0755,1.1069,0.0736,0.0118,0.0492,15.1509,0.1045,0.2975,0.0921,0.0106,0.0278,12.9011
28.4808,0.0031,0.0129,3.4538,0.0765,0.0089,0.0081,0.0906,0.0798,0.0446,0.0597,0.4115,0.0792,0.0158,0.0386,19.0742,0.0996,0.2856,0.0975,0.0136,0.0317,14.1218
28.5807,0.0019,0.0098,3.3985,0.1843,0.0162,0.0069,0.0492,0.0356,0.0672,0.0437,0.7971,0.1022,0.0201,0.0405,23.1308,0.0951,0.2731,0.101,0.0153,0.0335,14.983
28.6806,0.0017,0.0071,3.2777,0.059,0.0219,0.0053,0.016,0.0237,0.0747,0.0533,1.1717,0.1238,0.0226,0.0523,23.9155,0.091,0.2611,0.1022,0.014,0.0308,15.4764
28.7806,0.0028,0.0063,3.0998,0.2257,0.0254,0.0039,0.0564,0.078,0.0645,0.0769,1.2153,0.1329,0.0225,0.0614,20.7566,0.0871,0.2503,0.1009,0.0101,0.0239,15.6944
28.8805,0.004,0.0077,2.878,0.2198,0.0264,0.0031,0.0971,0.1305,0.0405,0.0924,0.792,0.127,0.0203,0.0618,14.1916,0.0833,0.2409,0.0976,0.0062,0.0153,15.7571
28.9804,0.005,0.0099,2.6295,0.3984,0.0249,0.0035,0.1231,0.1729,0.0202,0.0921,1.0811,0.111,0.0176,0.0536,5.4943,0.0791,0.233,0.093,0.007,0.011,15.7281
29.0804,0.0056,0.0119,2.3758,0.4181,0.021,0.0045,0.13,0.1997,0.0396,0.0792,1.5448,0.0991,0.0172,0.0427,4.2741,0.0746,0.2259,0.0879,0.0098,0.0135,15.5674
29.1803,0.0057,0.0131,2.1419,0.3287,0.0153,0.0054,0.1173,0.2071,0.0625,0.068,1.5121,0.1065,0.0201,0.039,12.4749,0.0698,0.2193,0.0826,0.0106,0.0156,15.1586
29.2802,0.0053,0.0134,1.9528,0.3209,0.0088,0.0059,0.088,0.1942,0.0713,0.0769,0.8126,0.129,0.0241,0.0453,18.1679,0.0649,0.2124,0.0771,0.0087,0.014,14.3848
29.3802,0.0046,0.0128,1.828,0.1899,0.0047,0.006,0.0489,0.1629,0.063,0.0983,0.4639,0.1501,0.0268,0.0518,20.1534,0.0603,0.2049,0.0715,0.0057,0.0097,13.2026
29.4801,0.0037,0.0112,1.7725,0.1592,0.0087,0.0057,0.0186,0.1208,0.0408,0.1136,1.1742,0.1586,0.027,0.0515,18.0277,0.0561,0.1968,0.0667,0.0056,0.0078,11.681
29.58,0.003,0.009,1.7732,0.1875,0.0142,0.005,0.0436,0.0881,0.02,0.114,1.7197,0.1516,0.0246,0.0435,12.4385,0.0525,0.1882,0.0638,0.0084,0.0112,9.9968
29.68,0.0029,0.0063,1.8038,0.1805,0.0183,0.004,0.0715,0.0998,0.0368,0.1014,1.807,0.1342,0.021,0.0325,6.776,0.0496,0.1794,0.0638,0.01,0.014,8.3932
29.7799,0.0036,0.0034,1.8354,0.1917,0.0203,0.0029,0.0858,0.1457,0.0595,0.0879,1.283,0.1201,0.0186,0.0288,10.6717,0.047,0.1707,0.0665,0.0093,0.0133,7.0991
29.8798,0.0046,0.0007,1.8442,0.1624,0.02,0.0019,0.0841,0.1934,0.0693,0.0905,0.5767,0.1248,0.0198,0.0354,18.2905,0.0446,0.1627,0.071,0.0071,0.0093,6.2217
29.9798,0.0055,0.0019,1.8136,0.0377,0.0175,0.0012,0.0682,0.228,0.0628,0.1074,0.7528,0.146,0.0234,0.0418,23.3614,0.0423,0.1557,0.076,0.0065,0.0061,5.6892
30.0797,0.0062,0.0039,1.7352,0.0623,0.0133,0.001,0.0422,0.2426,0.0424,0.1215,0.7676,0.1679,0.0266,0.0415,23.8774,0.04,0.15,0.081,0.0091,0.0105,5.3399
30.1796,0.0065,0.0051,1.6071,0.1014,0.0088,0.0014,0.0121,0.2347,0.0207,0.1217,0.4371,0.1786,0.0277,0.0349,19.2364,0.0379,0.1458,0.0857,0.0118,0.0165,5.071
30.2796,0.0065,0.0056,1.4341,0.1659,0.0077,0.0021,0.0165,0.2061,0.0323,0.1077,0.3032,0.1751,0.0268,0.029,10.0767,0.0364,0.1432,0.0901,0.0127,0.0199,4.8851
30.3795,0.0061,0.0052,1.2279,0.1445,0.0116,0.003,0.0374,0.1632,0.0538,0.0904,1.1183,0.1636,0.0249,0.033,1.8571,0.0358,0.1423,0.0939,0.0117,0.02,4.8307
30.4794,0.0055,0.0041,1.0093,0.3273,0.0166,0.0041,0.0474,0.1195,0.0638,0.0887,1.9533,0.1576,0.0245,0.043,14.0399,0.0364,0.1429,0.0966,0.0097,0.0174,4.9285
30.5794,0.0049,0.0024,0.8146,0.2092,0.0205,0.0054,0.0457,0.1015,0.0582,0.105,2.0705,0.1685,0.0268,0.0494,23.7588,0.0383,0.1449,0.0979,0.0086,0.0137,5.1654
30.6793,0.0045,0.0005,0.7026,0.3623,0.0224,0.0066,0.0335,0.1244,0.0388,0.1213,1.5089,0.1926,0.0307,0.0481,28.7204,0.0412,0.1482,0.0976,0.0089,0.0106,5.5388
30.7792,0.0046,0.0023,0.7261,0.3165,0.0219,0.0076,0.0155,0.1622,0.0148,0.1243,0.6615,0.216,0.0341,0.0401,27.7086,0.0446,0.1525,0.0959,0.0092,0.0085,6.0709
30.8791,0.0051,0.0046,0.8642,0.2209,0.0189,0.0083,0.0134,0.192,0.0253,0.1119,0.1739,0.2279,0.0355,0.0321,21.2761,0.0482,0.1577,0.0932,0.0083,0.0057,6.7626
30.9791,0.0057,0.0068,1.0504,0.316,0.0137,0.0086,0.0313,0.2046,0.0463,0.0931,0.5734,0.225,0.0346,0.034,13.8834,0.0515,0.1636,0.0897,0.0066,0.0023,7.5444
31.079,0.0063,0.0085,1.2353,0.1066,0.0072,0.0083,0.0451,0.1982,0.0555,0.0865,0.8305,0.2126,0.0324,0.043,17.6127,0.0546,0.17,0.0856,0.0062,0.007,8.2835
31.1789,0.0066,0.0096,1.3916,0.3376,0.0047,0.0075,0.0508,0.1759,0.0496,0.1002,0.5417,0.2028,0.0307,0.0488,29.1885,0.0576,0.1769,0.0808,0.0083,0.0146,8.8326
31.2789,0.0067,0.0101,1.5049,0.1686,0.0115,0.0064,0.0482,0.1473,0.0304,0.1177,0.905,0.2069,0.0312,0.0465,38.8471,0.0607,0.184,0.0752,0.0109,0.0219,9.0826
31.3788,0.0065,0.01,1.5694,0.3053,0.019,0.0055,0.0389,0.1287,0.0092,0.1232,1.5906,0.2241,0.0334,0.0367,42.7805,0.0644,0.191,0.0693,0.0127,0.0275,8.9951
31.4787,0.0062,0.0093,1.5861,0.2675,0.0253,0.0056,0.0263,0.1355,0.0291,0.1119,1.9006,0.2426,0.0354,0.0265,39.6655,0.0686,0.1975,0.0635,0.0135,0.0307,8.6116
31.5787,0.0056,0.0082,1.5631,0.0565,0.0294,0.007,0.0146,0.1621,0.0497,0.0888,1.4382,0.2504,0.0355,0.0295,30.1993,0.0732,0.2031,0.0585,0.0136,0.0317,8.0417
31.6786,0.0051,0.0071,1.5157,0.1341,0.0308,0.0091,0.0092,0.1909,0.0577,0.0693,0.6896,0.2428,0.033,0.0413,17.7257,0.0778,0.2075,0.0546,0.0133,0.0309,7.4328
31.7785,0.0047,0.0066,1.4671,0.1862,0.0294,0.0112,0.0093,0.2098,0.0507,0.0711,0.4745,0.2236,0.0287,0.0492,13.4565,0.0818,0.2103,0.0519,0.0129,0.0294,6.9274
31.8785,0.0045,0.0069,1.4456,0.1856,0.0252,0.0131,0.011,0.2136,0.0315,0.0849,1.1441,0.2053,0.0246,0.048,23.0982,0.0848,0.2117,0.0499,0.0123,0.0278,6.6207
31.9784,0.0045,0.0079,1.4771,0.2034,0.0186,0.0143,0.0187,0.2019,0.0173,0.0907,1.4594,0.2023,0.0237,0.0383,31.711,0.0865,0.2119,0.0484,0.0113,0.0261,6.5424
32.0783,0.0046,0.0093,1.5739,0.3365,0.0106,0.0148,0.0319,0.1791,0.0369,0.0805,1.2645,0.2173,0.0262,0.0273,33.9593,0.087,0.2112,0.0473,0.0102,0.0238,6.675
32.1783,0.0046,0.0105,1.7283,0.1404,0.0052,0.0144,0.0462,0.1543,0.0578,0.0562,0.7134,0.2382,0.0297,0.0297,28.7347,0.0866,0.2103,0.0466,0.0088,0.0201,6.9866
32.2782,0.0046,0.0114,1.9192,0.2433,0.0112,0.0132,0.0572,0.1402,0.0665,0.0299,1.0889,0.2509,0.0317,0.0424,17.0858,0.0859,0.2094,0.046,0.0071,0.0147,7.4503
32.3781,0.0044,0.0117,2.1208,0.124,0.0195,0.0114,0.062,0.1451,0.0601,0.0337,1.2378,0.2493,0.0314,0.0515,4.137,0.0853,0.2088,0.0449,0.0055,0.0083,8.0475
32.4781,0.004,0.0116,2.3096,0.293,0.0264,0.0093,0.0592,0.1632,0.0415,0.0529,1.0808,0.2369,0.03,0.0513,16.5413,0.085,0.208,0.0429,0.0053,0.0036,8.7664
32.578,0.0036,0.0109,2.4663,0.3163,0.031,0.0072,0.0502,0.1819,0.0241,0.0603,0.4859,0.2257,0.0298,0.0416,30.1362,0.0847,0.2065,0.0394,0.0071,0.0075,9.5988
32.6779,0.0031,0.0099,2.5762,0.3438,0.0327,0.006,0.041,0.1918,0.0365,0.0511,0.5249,0.2291,0.0326,0.0286,38.1691,0.0839,0.2034,0.0347,0.009,0.0118,10.53
32.7779,0.0026,0.0087,2.6292,0.4035,0.0316,0.0063,0.0423,0.1883,0.0572,0.0321,1.4324,0.2491,0.0376,0.0278,38.8888,0.0821,0.1978,0.0291,0.0098,0.0137,11.524
32.8778,0.0023,0.0076,2.6201,0.2559,0.0277,0.0076,0.0554,0.171,0.0675,0.0323,1.9224,0.2737,0.0424,0.0411,32.3175,0.0785,0.1892,0.0235,0.0092,0.013,12.516
32.9777,0.002,0.0069,2.5482,0.2376,0.0216,0.0089,0.0705,0.1423,0.0629,0.0579,1.6436,0.2891,0.045,0.0523,20.4513,0.0732,0.1775,0.0192,0.0078,0.011,13.421
33.0777,0.0018,0.0067,2.4177,0.0968,0.0145,0.0098,0.0804,0.1087,0.0449,0.0793,1.0436,0.2881,0.0445,0.0543,10.1877,0.0662,0.1631,0.0182,0.0072,0.0098,14.1563
33.1776,0.0016,0.007,2.238,0.0975,0.0095,0.01,0.0823,0.082,0.0225,0.0863,0.4781,0.2724,0.0416,0.0464,17.7605,0.0582,0.1469,0.0219,0.0082,0.0103,14.6674
33.2775,0.0015,0.0075,2.0241,0.0758,0.0116,0.0095,0.0765,0.0795,0.0264,0.0783,0.5796,0.2518,0.0381,0.0334,29.4034,0.0502,0.13,0.0295,0.009,0.0105,14.9424
33.3775,0.0014,0.0079,1.7983,0.1249,0.0177,0.0083,0.0666,0.0997,0.047,0.065,0.6294,0.2408,0.0365,0.0291,36.4027,0.0432,0.114,0.039,0.0082,0.0085,15.0111
33.4774,0.0015,0.0081,1.5905,0.0689,0.0233,0.0067,0.0594,0.1245,0.0584,0.0659,0.4496,0.2474,0.0381,0.0405,36.9275,0.0381,0.1008,0.0494,0.0059,0.0044,14.9264
33.5773,0.0017,0.008,1.4372,0.0577,0.0268,0.0052,0.0611,0.1426,0.0554,0.0854,0.4266,0.2648,0.0414,0.0528,31.1401,0.0349,0.0919,0.0595,0.0044,0.0049,14.738
33.6773,0.0021,0.0075,1.3712,0.0764,0.0279,0.0044,0.0701,0.1498,0.0389,0.1052,1.3124,0.2787,0.0441,0.0573,20.6108,0.0332,0.0885,0.0685,0.0068,0.0113,14.4747
33.7772,0.0025,0.0067,1.4014,0.189,0.0263,0.0049,0.0792,0.1448,0.0148,0.1124,1.9113,0.279,0.0444,0.0521,7.8534,0.0325,0.0903,0.0761,0.0101,0.0165,14.1446
33.8771,0.0028,0.0058,1.5037,0.1988,0.0227,0.0061,0.0835,0.1291,0.0187,0.1044,1.8156,0.264,0.0422,0.0407,4.5696,0.0326,0.0965,0.0822,0.0115,0.0188,13.7494
33.9771,0.003,0.0047,1.6373,0.2437,0.0179,0.0073,0.0813,0.1057,0.0401,0.0879,1.1671,0.2409,0.0385,0.0331,13.6781,0.0344,0.1056,0.0868,0.0106,0.0174,13.2978
34.077,0.0032,0.0039,1.7644,0.2336,0.0143,0.0082,0.0733,0.0801,0.051,0.0787,0.4669,0.223,0.0355,0.0391,18.0933,0.0385,0.1166,0.0899,0.008,0.0131,12.8
34.1769,0.0033,0.0035,1.857,0.2351,0.0147,0.0086,0.0622,0.0617,0.0476,0.0881,0.4583,0.2209,0.0352,0.0499,17.2302,0.0447,0.1287,0.0915,0.0063,0.0084,12.2449
34.2769,0.0035,0.0037,1.8967,0.2745,0.0188,0.0085,0.0515,0.0619,0.031,0.1038,0.9564,0.2321,0.0371,0.0553,12.0197,0.052,0.1415,0.091,0.0078,0.0079,11.5783
34.3768,0.0038,0.0042,1.8728,0.2708,0.0236,0.0083,0.0443,0.0772,0.0079,0.1101,1.0149,0.2433,0.0389,0.0522,7.0523,0.0593,0.1544,0.0884,0.0098,0.0102,10.705
34.4767,0.0042,0.0048,1.7805,0.3185,0.0271,0.0083,0.0412,0.095,0.0232,0.1012,0.6028,0.2428,0.0389,0.0425,12.6637,0.0657,0.1675,0.0836,0.01,0.0107,9.52
34.5767,0.0047,0.0053,1.6204,0.2345,0.0284,0.0087,0.0399,0.1083,0.0442,0.0808,1.0589,0.2266,0.036,0.0338,21.5702,0.0709,0.1807,0.0769,0.008,0.009,7.9513
34.6766,0.0053,0.0055,1.3982,0.2125,0.0271,0.0096,0.038,0.1144,0.0539,0.0632,1.4956,0.1996,0.0311,0.0352,28.2174,0.0747,0.194,0.0687,0.006,0.0096,5.9924
34.7765,0.0058,0.0054,1.1253,0.1023,0.0235,0.0106,0.0341,0.1127,0.0493,0.0661,1.5201,0.1746,0.026,0.0429,30.7809,0.0777,0.2074,0.0596,0.008,0.0153,3.7121
34.8765,0.0061,0.005,0.8232,0.0852,0.0184,0.0115,0.0281,0.1042,0.0318,0.0806,1.1281,0.1666,0.0239,0.0475,28.6445,0.0806,0.2208,0.0498,0.0117,0.022,1.2522
34.9764,0.0062,0.0044,0.5435,0.0732,0.0136,0.012,0.0199,0.0906,0.0125,0.0874,0.4462,0.1776,0.0259,0.0453,22.2048,0.0839,0.2338,0.0395,0.0138,0.0266,1.335
35.0763,0.0062,0.0037,0.4443,0.1457,0.0132,0.012,0.0102,0.0746,0.0294,0.0784,0.7176,0.1939,0.0296,0.0384,13.0317,0.0878,0.246,0.029,0.0132,0.0276,3.7371
35.1762,0.0059,0.0031,0.6471,0.1251,0.0181,0.0114,0.0076,0.06,0.0512,0.056,1.4837,0.2013,0.0322,0.0342,7.1338,0.092,0.2571,0.0185,0.0104,0.025,5.9496
35.2762,0.0056,0.003,0.9725,0.0128,0.0244,0.0103,0.0195,0.0512,0.0618,0.0359,1.5305,0.1942,0.0324,0.0383,14.2438,0.0957,0.2666,0.0087,0.0074,0.0205,7.9139
35.3761,0.0054,0.0035,1.3106,0.0439,0.0298,0.0089,0.0321,0.0511,0.0578,0.046,1.1423,0.1753,0.0305,0.0456,22.686,0.0985,0.2746,0.0034,0.0075,0.0162,9.6338
35.476,0.0053,0.0043,1.6237,0.208,0.0329,0.0077,0.0416,0.0573,0.0405,0.0669,0.7395,0.1547,0.0282,0.0488,27.7075,0.0999,0.2812,0.0095,0.0095,0.0141,11.138
35.576,0.0054,0.0052,1.8926,0.226,0.0332,0.0073,0.0456,0.0647,0.019,0.076,0.9157,0.1454,0.0274,0.0457,27.9396,0.1,0.2867,0.0153,0.0099,0.0129,12.4488
35.6759,0.0058,0.0059,2.1052,0.2744,0.0306,0.0079,0.0425,0.0701,0.0274,0.0677,0.9418,0.1515,0.029,0.0389,23.1426,0.0993,0.2913,0.0195,0.0078,0.0105,13.5673
35.7758,0.0063,0.0062,2.2544,0.3517,0.0253,0.0091,0.0326,0.0719,0.0497,0.0469,0.8541,0.1634,0.0317,0.0362,14.0847,0.0986,0.2951,0.022,0.004,0.0063,14.4841
35.8758,0.0066,0.0061,2.337,0.1752,0.0182,0.0102,0.0213,0.0694,0.0623,0.037,0.2883,0.1685,0.0336,0.0417,3.0034,0.0986,0.298,0.023,0.0039,0.0016,15.2084
35.9757,0.0068,0.0057,2.3544,0.2158,0.0111,0.011,0.0264,0.063,0.0604,0.0588,0.8175,0.1605,0.0334,0.0488,10.5448,0.0996,0.2996,0.0224,0.0076,0.0041,15.7926
36.0756,0.0068,0.0048,2.3132,0.0769,0.0099,0.0111,0.0453,0.0538,0.0445,0.0835,1.584,0.1394,0.0308,0.0507,21.0311,0.1012,0.2997,0.0201,0.0096,0.0064,16.3311
36.1756,0.0064,0.0038,2.2249,0.1939,0.0164,0.0105,0.0631,0.0447,0.0208,0.0944,1.8622,0.1116,0.0266,0.0452,27.7829,0.1029,0.2983,0.0162,0.0088,0.006,16.926
36.2755,0.0058,0.0028,2.1075,0.1847,0.0239,0.0091,0.0734,0.0414,0.0201,0.0874,1.4471,0.0889,0.0227,0.0356,29.4743,0.1038,0.2959,0.0113,0.0055,0.0028,17.6315
36.3754,0.005,0.0026,1.985,0.2156,0.0298,0.0073,0.0726,0.0486,0.0428,0.0683,0.9085,0.0837,0.0212,0.0317,25.9532,0.1036,0.2932,0.0082,0.0032,0.0028,18.4152
36.4754,0.0042,0.0034,1.887,0.3073,0.0332,0.0052,0.0598,0.0633,0.0571,0.0571,0.213,0.0926,0.0227,0.0398,18.4705,0.1023,0.2912,0.0116,0.0066,0.0075,19.1626
36.5753,0.0036,0.0046,1.8427,0.1143,0.0336,0.0035,0.0364,0.0798,0.0573,0.0732,0.6359,0.1012,0.0254,0.0501,10.6901,0.1005,0.2905,0.0187,0.0097,0.0106,19.7198
36.6752,0.0033,0.0058,1.8716,0.1374,0.0311,0.0035,0.0113,0.0937,0.0436,0.0978,0.7891,0.1008,0.0271,0.054,11.3667,0.0987,0.291,0.0265,0.0102,0.011,19.9433
36.7752,0.0034,0.0066,1.9741,0.1698,0.026,0.005,0.0322,0.1018,0.0205,0.1113,0.4434,0.0897,0.0269,0.0488,17.7149,0.0976,0.292,0.0343,0.008,0.0095,19.7344
36.8751,0.0037,0.007,2.132,0.1489,0.0193,0.0065,0.0611,0.1019,0.0147,0.1072,0.6667,0.0704,0.0248,0.0372,21.5757,0.0971,0.2921,0.0418,0.0049,0.0091,19.0524
36.975,0.004,0.0069,2.3187,0.0691,0.0129,0.0076,0.0811,0.0924,0.0371,0.0896,1.4333,0.0478,0.0215,0.0293,21.0344,0.097,0.2897,0.0492,0.0063,0.0123,17.9114
37.075,0.0042,0.0062,2.5077,0.2171,0.0115,0.008,0.0876,0.0734,0.0517,0.0742,1.689,0.0283,0.0185,0.0367,17.283,0.0962,0.2835,0.0564,0.0102,0.016,16.3692
37.1749,0.004,0.0053,2.6771,0.0943,0.0164,0.0077,0.0788,0.0466,0.0529,0.0813,1.5629,0.0216,0.0175,0.0494,15.3901,0.0939,0.2731,0.0633,0.0122,0.0174,14.5141
37.2748,0.0035,0.0042,2.8104,0.1338,0.0227,0.0068,0.0558,0.0228,0.0405,0.103,0.9412,0.0295,0.0188,0.0561,20.2895,0.0897,0.2589,0.0696,0.0111,0.0152,12.4517
37.3748,0.0028,0.0036,2.8965,0.1023,0.0277,0.0055,0.0242,0.0413,0.0185,0.1184,0.25,0.0414,0.021,0.0529,27.5524,0.0835,0.2421,0.0751,0.0074,0.0104,10.2935
37.4747,0.0018,0.0042,2.9291,0.1627,0.0303,0.0042,0.0239,0.0772,0.0124,0.118,0.8646,0.0536,0.0224,0.0412,31.8864,0.076,0.2248,0.0797,0.0042,0.0061,8.1449
37.5746,0.0008,0.0057,2.9056,0.231,0.0303,0.0036,0.0578,0.1103,0.0346,0.1029,1.2386,0.064,0.0222,0.0288,30.6464,0.0679,0.2088,0.0835,0.007,0.0082,6.0925
37.6746,0.0003,0.0073,2.8273,0.1378,0.0278,0.0041,0.0848,0.1346,0.0488,0.0852,0.9927,0.0696,0.02,0.0311,23.1116,0.0606,0.1957,0.0869,0.0104,0.0116,4.1936
37.7745,0.0013,0.0087,2.6985,0.2295,0.0236,0.0053,0.0978,0.1462,0.0501,0.0838,0.7314,0.0672,0.0163,0.0442,10.2243,0.0548,0.1856,0.0902,0.0111,0.0121,2.4731
37.8744,0.0021,0.0097,2.5261,0.1221,0.019,0.0064,0.094,0.143,0.0384,0.1,1.0041,0.0562,0.0127,0.0535,5.9172,0.0506,0.1773,0.0936,0.0088,0.0101,0.9311
37.9744,0.0026,0.0101,2.3195,0.1223,0.0164,0.007,0.0748,0.1252,0.0176,0.1149,1.2597,0.0417,0.0121,0.0534,21.8846,0.0473,0.1688,0.0971,0.0051,0.0094,0.4686
38.0743,0.0028,0.01,2.0895,0.0963,0.0177,0.0071,0.049,0.096,0.0129,0.1166,1.263,0.0416,0.0155,0.0437,34.6879,0.0436,0.1585,0.1004,0.0062,0.0136,1.6932
38.1742,0.0027,0.0092,1.8483,0.0446,0.0217,0.0065,0.0453,0.0654,0.0339,0.1039,0.9123,0.0639,0.0202,0.0298,41.6471,0.0387,0.1455,0.1033,0.0105,0.0187,2.7858
38.2742,0.0023,0.008,1.6086,0.069,0.0257,0.0055,0.0748,0.0609,0.0473,0.0866,0.3507,0.0911,0.0239,0.0256,41.3083,0.0323,0.13,0.1053,0.013,0.0213,3.7684
38.3741,0.0017,0.0067,1.3834,0.041,0.0281,0.0041,0.1067,0.0928,0.0483,0.0824,1.0498,0.1116,0.0257,0.0363,33.742,0.025,0.1133,0.1061,0.0123,0.0204,4.7058
38.474,0.0014,0.0057,1.1845,0.0548,0.0284,0.0028,0.1269,0.133,0.0366,0.0959,1.6133,0.1203,0.0254,0.0466,20.553,0.0189,0.0975,0.1058,0.0089,0.0172,5.6976
