Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Pink_X,Pink_Y,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Green2_X,Orange2_X,Orange2_Y,Yellow2_X,Yellow2_Y,Pink2_X,Pink2_Y
34.8765,0.4337,2.0771,0.0964,0.0142,0.3116,0.2503,0.4889,0.8274,0.6928,0.3214,0.0435,0.1116,0.3063,0.179,0.0066,0.7928,0.065,0.3772,0.6348,2.3079,0.3542,0.7421,0.0259
34.9764,0.4579,2.3009,0.081,0.0147,0.2289,0.2469,0.7442,0.9884,0.3101,0.2863,0.0415,0.0921,0.334,0.1786,0.005,0.8177,0.0955,0.4301,0.5126,2.6119,0.3437,0.6724,0.0476
35.0763,0.3171,1.6692,0.0635,0.0155,0.4325,0.2389,0.4474,1.5908,0.5294,0.2511,0.039,0.0724,0.3425,0.1748,0.0039,1.0392,0.1771,0.4759,0.3438,2.9885,0.4564,0.3845,0.0775
35.1763,0.4618,2.2656,0.0505,0.0165,0.6208,0.2269,0.3417,0.9604,0.2748,0.2229,0.0361,0.0622,0.3294,0.1692,0.0036,0.4807,0.1545,0.5023,0.1425,2.2528,0.3383,0.0341,0.0882
35.2762,0.3825,1.9039,0.0546,0.0177,0.4088,0.2113,0.3755,0.927,0.2257,0.2051,0.0336,0.0686,0.2956,0.1635,0.0039,1.46,0.1125,0.5001,0.1199,2.7785,0.3621,0.4315,0.069
35.3761,0.3355,1.7798,0.0769,0.0191,0.3492,0.1928,0.4212,0.0936,0.474,0.195,0.0327,0.084,0.2457,0.1592,0.0048,0.237,0.2042,0.4647,0.3431,2.9034,0.4218,0.6916,0.0344
35.4761,0.4664,2.1722,0.1065,0.0205,0.3683,0.1726,0.4758,0.9706,0.742,0.1864,0.0343,0.098,0.1896,0.1572,0.0057,0.7235,0.2202,0.3988,0.5518,2.1378,0.3178,0.7253,0.0333
35.576,0.2681,1.5666,0.1365,0.0219,0.152,0.1539,0.7014,1.1176,0.3722,0.174,0.0378,0.105,0.1471,0.1569,0.0066,0.4319,0.1485,0.3164,0.7134,2.788,0.4001,0.5229,0.0706
35.6759,0.4162,1.9206,0.1631,0.0232,0.5574,0.1421,0.5225,1.7628,0.5788,0.1559,0.042,0.1033,0.147,0.1572,0.0074,1.5244,0.2058,0.2542,0.8066,2.6471,0.4099,0.1522,0.0924
35.7758,0.3671,1.8981,0.1838,0.0242,0.5418,0.1437,0.3496,1.4191,0.1966,0.1338,0.0459,0.0937,0.1879,0.1567,0.0078,0.7831,0.2615,0.2675,0.819,1.9669,0.2799,0.2667,0.0856
35.8758,0.2816,1.4202,0.1968,0.0249,0.2306,0.1608,0.3749,1.5483,0.1532,0.1129,0.0488,0.0806,0.2405,0.1548,0.0081,1.2787,0.1888,0.3518,0.75,2.6443,0.3507,0.5942,0.0552
35.9757,0.4077,2.0025,0.2013,0.0252,0.3148,0.1884,0.3046,1.0034,0.5821,0.1016,0.0504,0.072,0.2861,0.1514,0.0082,1.7401,0.1693,0.4526,0.6147,2.2136,0.3142,0.7263,0.0185
36.0756,0.2673,1.4775,0.1972,0.025,0.3921,0.2189,0.4853,1.0303,0.7378,0.1076,0.0507,0.0762,0.3163,0.1475,0.0085,0.9163,0.2584,0.5339,0.4539,1.7829,0.2125,0.6184,0.0483
36.1756,0.3205,1.5973,0.1853,0.0244,0.1048,0.2457,0.5646,1.6587,0.4091,0.1302,0.0499,0.0923,0.3278,0.144,0.0093,0.6224,0.2297,0.5774,0.3632,2.4195,0.3003,0.3094,0.0783
36.2755,0.3531,1.8537,0.1668,0.0234,0.4948,0.2636,0.5639,2.3267,0.5642,0.1624,0.0478,0.1122,0.321,0.1417,0.0106,1.436,0.1408,0.5757,0.4421,1.7145,0.2103,0.1022,0.0859
36.3754,0.2209,1.1062,0.1441,0.0222,0.5322,0.2693,0.3712,2.4494,0.3076,0.1978,0.0445,0.1298,0.2988,0.1403,0.0124,1.1194,0.2003,0.5294,0.6106,1.6579,0.1774,0.4769,0.0652
36.4754,0.3484,1.8412,0.1197,0.0207,0.3988,0.2614,0.3779,2.1184,0.2337,0.231,0.0399,0.1419,0.2671,0.139,0.0144,0.3621,0.217,0.4475,0.7665,2.101,0.27,0.696,0.0318
36.5753,0.2904,1.2391,0.0968,0.0192,0.2581,0.2401,0.2991,1.3803,0.5966,0.2571,0.034,0.1481,0.2341,0.1364,0.0164,1.119,0.1322,0.3484,0.8638,1.2441,0.1617,0.6857,0.0392
36.6752,0.2327,1.4177,0.0785,0.0178,0.3159,0.2084,0.421,1.589,0.6495,0.2721,0.0271,0.1501,0.2094,0.1316,0.018,1.0251,0.1389,0.2665,0.8827,1.7568,0.1917,0.4515,0.0725
36.7752,0.3748,1.5148,0.067,0.0165,0.151,0.1721,0.4474,1.9366,0.4966,0.2738,0.0199,0.1508,0.2003,0.1246,0.0191,0.3997,0.1752,0.2526,0.8187,1.8693,0.1934,0.0698,0.0903
36.8751,0.1444,1.1391,0.0622,0.0156,0.3786,0.142,0.4988,2.5854,0.5814,0.2624,0.0131,0.1531,0.206,0.1164,0.0196,0.6194,0.1057,0.3125,0.6782,1.1185,0.165,0.3352,0.0794
36.975,0.3518,1.397,0.0612,0.015,0.4254,0.133,0.4684,2.312,0.3684,0.2423,0.0082,0.1586,0.2187,0.1091,0.0194,1.0746,0.0606,0.3958,0.4768,1.9933,0.326,0.6298,0.049
37.075,0.2485,1.395,0.0622,0.0149,0.1123,0.1502,0.4458,2.0877,0.2588,0.222,0.0061,0.1666,0.2294,0.105,0.0188,0.3714,0.1216,0.4676,0.2409,1.7459,0.2496,0.7195,0.0221
37.1749,0.2366,0.9999,0.0656,0.0152,0.1375,0.1817,0.3606,1.2332,0.7101,0.2123,0.0054,0.1751,0.2326,0.1053,0.0178,0.6441,0.0978,0.5131,0.1241,1.4747,0.1865,0.5747,0.0523
37.2748,0.3305,1.5974,0.0739,0.0159,0.4227,0.2135,0.3071,1.0909,0.6423,0.2192,0.0039,0.1819,0.2263,0.1092,0.0167,0.8639,0.0306,0.527,0.3515,2.3455,0.3454,0.2454,0.0761
37.3748,0.1729,0.9512,0.0888,0.0169,0.1265,0.2376,0.3613,1.4353,0.4472,0.2374,0.0036,0.1856,0.2117,0.1144,0.0159,0.8306,0.0428,0.509,0.6044,1.8043,0.2663,0.163,0.0759
37.4747,0.3079,1.4134,0.1093,0.0182,0.4325,0.2501,0.4496,2.0808,0.4716,0.2557,0.0089,0.1864,0.1922,0.1185,0.0155,1.7949,0.0591,0.4617,0.8312,2.0266,0.2806,0.513,0.0498
37.5746,0.2764,1.346,0.1328,0.0197,0.2663,0.2498,0.5597,1.6183,0.3455,0.2637,0.0166,0.1857,0.1737,0.12,0.0155,0.9828,0.0891,0.3899,1.0162,2.7095,0.3848,0.6939,0.0172
37.6746,0.2132,1.0354,0.1563,0.0212,0.1133,0.2374,0.5199,1.2502,0.2247,0.2558,0.0249,0.1853,0.1625,0.119,0.0158,0.8931,0.0747,0.3009,1.1485,1.9728,0.3011,0.6443,0.0498
37.7745,0.3547,1.5505,0.1769,0.0227,0.0782,0.2153,0.3611,0.319,0.6895,0.2307,0.0328,0.1868,0.1626,0.1167,0.016,0.4025,0.0295,0.2084,1.2203,2.528,0.3957,0.3836,0.0829
37.8744,0.2158,1.1136,0.1922,0.024,0.0703,0.1873,0.2978,1.1843,0.5882,0.1915,0.0393,0.1907,0.173,0.1152,0.0161,0.257,0.1279,0.1465,1.2271,2.9914,0.4533,0.0223,0.0961
37.9744,0.3274,1.3622,0.2005,0.025,0.4128,0.1591,0.3236,1.564,0.6302,0.1458,0.0437,0.1962,0.1887,0.1169,0.0159,1.2572,0.1519,0.1704,1.169,2.1738,0.3316,0.3925,0.0793
38.0743,0.3417,1.5697,0.2006,0.0258,0.5939,0.138,0.4141,1.5005,0.4882,0.1091,0.0456,0.2022,0.2049,0.1229,0.0154,1.0998,0.0812,0.2496,1.0516,2.8889,0.4356,0.6522,0.045
38.1742,0.244,1.0771,0.1923,0.0262,0.376,0.1316,0.5028,1.2246,0.2268,0.1056,0.0451,0.2075,0.2187,0.1323,0.0145,0.7034,0.1375,0.3324,0.8862,3.0916,0.4498,0.6995,0.0252
38.2742,0.4069,1.7655,0.1759,0.0263,0.2146,0.1419,0.5724,0.541,0.2405,0.1367,0.0423,0.2113,0.2289,0.1431,0.0133,0.9389,0.2083,0.3997,0.6898,2.281,0.3066,0.5196,0.059
38.3741,0.2919,1.3439,0.1526,0.0262,0.0228,0.1632,0.4456,1.6414,0.7554,0.1791,0.0379,0.2134,0.2357,0.1531,0.0117,0.7476,0.1583,0.4453,0.4818,3.0731,0.4617,0.1717,0.0822
38.474,0.3582,1.5542,0.1239,0.0258,0.1252,0.1879,0.375,1.4871,0.415,0.2189,0.0326,0.2139,0.2396,0.1605,0.0098,0.4086,0.1284,0.4692,0.2816,2.9921,0.4704,0.2321,0.0786
38.574,0.4257,1.8282,0.0921,0.0253,0.1462,0.2104,0.2175,2.3495,0.5616,0.2512,0.0273,0.2125,0.241,0.1643,0.0077,2.0061,0.2152,0.4756,0.105,2.2353,0.3267,0.5578,0.0508
38.6739,0.3043,1.3819,0.0601,0.0247,0.3567,0.2272,0.3143,1.4928,0.5344,0.2739,0.0236,0.2091,0.2399,0.1641,0.0055,3.3192,0.2058,0.4707,0.0571,3.058,0.4586,0.702,0.0155
38.7738,0.4678,1.944,0.0335,0.0241,0.142,0.2361,0.4759,1.3282,0.2885,0.2858,0.0236,0.2037,0.2361,0.1603,0.0041,1.9057,0.1415,0.4602,0.1788,2.6954,0.431,0.6165,0.0476
38.8738,0.4154,1.7764,0.0295,0.0237,0.2022,0.2357,0.6559,1.0561,0.3565,0.2855,0.0279,0.1964,0.2298,0.1539,0.0044,1.5846,0.1993,0.4467,0.291,1.981,0.2843,0.3324,0.0787
38.9737,0.3956,1.7096,0.0484,0.0234,0.0964,0.2258,0.5256,1.9099,0.8397,0.2718,0.035,0.1879,0.2215,0.1464,0.0062,0.9192,0.216,0.4299,0.4005,2.7974,0.3926,0.0627,0.0884
39.0736,0.5455,2.1999,0.0699,0.0233,0.0593,0.2074,0.3573,1.8002,0.4959,0.2438,0.0433,0.1793,0.2129,0.1395,0.008,0.9299,0.1412,0.4075,0.5103,2.2412,0.3292,0.4291,0.0695
39.1736,0.3698,1.7694,0.0892,0.0234,0.2479,0.1829,0.2368,1.9377,0.6571,0.2018,0.0514,0.1715,0.2058,0.1345,0.0095,1.5224,0.1674,0.3781,0.6157,1.6753,0.2066,0.6567,0.0347
39.2735,0.5533,2.1655,0.1062,0.0236,0.2615,0.1571,0.3034,0.8457,0.4848,0.1475,0.0585,0.1649,0.202,0.132,0.0102,1.1205,0.2116,0.3427,0.7081,2.3676,0.3273,0.6674,0.0305
39.3734,0.5,2.3053,0.122,0.024,0.0815,0.1373,0.4743,1.0008,0.1974,0.0861,0.0638,0.1594,0.2018,0.1319,0.0102,1.3269,0.1407,0.3047,0.781,1.582,0.255,0.46,0.0655
39.4734,0.4836,1.9148,0.1374,0.0244,0.1912,0.1323,0.6107,0.6094,0.5108,0.0442,0.0667,0.1539,0.2033,0.1331,0.0093,1.3415,0.1013,0.2685,0.8328,1.2434,0.1397,0.1025,0.0867
39.5733,0.5958,2.6133,0.1528,0.0249,0.0757,0.1445,0.5557,1.1399,0.8864,0.0873,0.0672,0.1478,0.2037,0.1349,0.0078,1.9938,0.173,0.2379,0.8673,1.7936,0.2104,0.2906,0.0801
39.6732,0.5234,2.1792,0.1678,0.0255,0.1928,0.1682,0.4003,1.0898,0.3082,0.1545,0.0652,0.1412,0.2,0.1365,0.0058,2.729,0.1429,0.2146,0.8922,0.8164,0.1155,0.5872,0.0521
39.7731,0.5658,2.422,0.1809,0.026,0.3385,0.1955,0.2781,1.2076,0.6209,0.2177,0.0611,0.135,0.1912,0.1378,0.0037,2.871,0.0422,0.199,0.9146,0.8939,0.073,0.6932,0.0173
39.8731,0.653,2.7432,0.1904,0.0265,0.2373,0.2213,0.2683,0.5313,0.4952,0.2697,0.0554,0.1306,0.1791,0.139,0.002,1.1836,0.0973,0.1929,0.9373,1.1139,0.1124,0.5737,0.0435
39.973,0.5298,2.2575,0.1946,0.0269,0.2115,0.243,0.4011,1.0707,0.2861,0.3066,0.049,0.1283,0.1692,0.1402,0.0023,0.2672,0.1062,0.2007,0.9574,0.0706,0.0542,0.2698,0.0707
40.0729,0.6897,2.8913,0.192,0.0271,0.3026,0.2598,0.5773,0.5696,0.6084,0.3255,0.0431,0.1273,0.1694,0.1411,0.0039,0.289,0.0367,0.2274,0.9678,0.9876,0.107,0.1222,0.0762
40.1729,0.6352,2.701,0.1817,0.0272,0.2706,0.2716,0.5738,0.3527,0.7869,0.3249,0.039,0.1253,0.1852,0.1411,0.0054,0.7756,0.0362,0.2728,0.9597,0.5088,0.0318,0.4694,0.0557
40.2728,0.6245,2.6107,0.1633,0.0271,0.3987,0.278,0.4119,0.326,0.4193,0.305,0.0375,0.1199,0.214,0.1395,0.0067,0.7716,0.0426,0.3315,0.9257,0.8682,0.1725,0.6635,0.0199
40.3727,0.7447,3.1767,0.1374,0.0268,0.3231,0.2782,0.3053,0.9671,0.6753,0.2676,0.0386,0.1095,0.2479,0.1357,0.0079,0.6178,0.0427,0.3959,0.8616,1.4422,0.2358,0.6394,0.0295
40.4727,0.641,2.6166,0.105,0.0265,0.1109,0.2707,0.3006,1.3953,0.4755,0.2168,0.0408,0.0942,0.2788,0.1298,0.0091,0.3052,0.0693,0.4577,0.7678,0.6739,0.1674,0.4084,0.0613
40.5726,0.7209,3.1384,0.0681,0.0262,0.1358,0.2539,0.3514,1.5873,0.231,0.1605,0.0426,0.0761,0.3006,0.1226,0.0102,0.2091,0.0291,0.509,0.6514,1.6532,0.2865,0.0475,0.0757
40.6725,0.7814,3.1263,0.0287,0.0259,0.2162,0.2262,0.5127,1.3582,0.6439,0.1148,0.0429,0.0603,0.3095,0.1156,0.0113,0.7041,0.0712,0.5433,0.5286,1.9515,0.3352,0.3307,0.0626
40.7725,0.6499,2.8888,0.0127,0.0257,0.3429,0.1867,0.5576,0.8421,0.7302,0.1069,0.0409,0.0544,0.3043,0.1105,0.0123,1.3308,0.1319,0.5559,0.4294,1.2789,0.3191,0.5953,0.0322
40.8724,0.848,3.4097,0.0497,0.0257,0.314,0.1364,0.4327,0.5212,0.5095,0.1377,0.0365,0.0611,0.2864,0.1089,0.0128,1.6115,0.0951,0.5451,0.3926,2.3618,0.4458,0.663,0.0234
40.9723,0.7309,3.1183,0.0833,0.0257,0.2159,0.0789,0.3044,1.2913,0.6861,0.1766,0.0302,0.0734,0.2596,0.1111,0.0128,0.7136,0.0739,0.5124,0.4275,2.4306,0.4496,0.5127,0.0596
41.0723,0.7733,3.2175,0.1113,0.0258,0.1653,0.0393,0.3292,1.582,0.3998,0.2063,0.0224,0.0843,0.2305,0.1158,0.0122,1.5327,0.1677,0.4633,0.4962,1.8138,0.4033,0.1952,0.0825
41.1722,0.8767,3.5689,0.1329,0.0259,0.242,0.0841,0.3899,2.0777,0.1787,0.2213,0.0142,0.0913,0.207,0.1214,0.0109,1.0965,0.1647,0.4064,0.5587,2.8886,0.5065,0.1892,0.0805
41.2721,0.72,3.138,0.1481,0.026,0.2638,0.1517,0.4941,1.3221,0.6521,0.2222,0.0065,0.0948,0.196,0.126,0.009,0.2499,0.0916,0.3531,0.595,2.7842,0.4827,0.5078,0.0548
41.3721,0.8961,3.5827,0.1575,0.0259,0.119,0.2164,0.4942,0.9899,0.6126,0.2139,0.0003,0.0969,0.1981,0.1284,0.007,1.5962,0.1602,0.3139,0.6007,2.251,0.4483,0.6614,0.0157
41.472,0.8301,3.5689,0.1626,0.0258,0.2002,0.2717,0.3902,0.727,0.5683,0.2039,0.0037,0.1003,0.2073,0.1276,0.0061,1.8846,0.1975,0.2942,0.5815,3.2651,0.5567,0.5975,0.0348
41.5719,0.8111,3.2911,0.1651,0.0257,0.256,0.3131,0.3373,1.3502,0.6741,0.1991,0.0052,0.1065,0.2161,0.1236,0.0076,0.3337,0.1301,0.2905,0.5485,2.9821,0.541,0.3395,0.0652
41.6719,0.9335,3.8806,0.1666,0.0254,0.2139,0.3376,0.4104,1.6699,0.401,0.2008,0.0047,0.1144,0.2198,0.1169,0.0105,1.1642,0.1392,0.2948,0.512,2.4911,0.544,0.0316,0.0758
41.7718,0.8165,3.4336,0.1677,0.0252,0.1133,0.3438,0.4222,1.5111,0.2313,0.2043,0.0042,0.1221,0.218,0.1091,0.0136,0.6905,0.1976,0.302,0.4756,3.4315,0.6145,0.3891,0.0595
41.8717,0.9018,3.6563,0.168,0.0249,0.164,0.3314,0.442,1.1756,0.7241,0.2031,0.0072,0.1279,0.2141,0.1029,0.016,0.7252,0.1502,0.312,0.4345,3.0098,0.534,0.6215,0.0284
41.9717,0.9301,3.9365,0.1662,0.0247,0.4548,0.3016,0.37,0.9086,0.5197,0.1935,0.0119,0.132,0.214,0.1019,0.0175,0.9984,0.108,0.3268,0.3806,2.5784,0.5187,0.6506,0.0295
42.0716,0.8433,3.3893,0.1604,0.0244,0.4208,0.2566,0.4176,0.6049,0.5344,0.1776,0.016,0.1362,0.2229,0.108,0.0176,0.5741,0.1728,0.3463,0.3132,3.4205,0.5886,0.4691,0.0625
42.1715,0.9649,4.0419,0.1489,0.024,0.1804,0.1996,0.3514,1.5966,0.676,0.1636,0.0185,0.1431,0.2418,0.1201,0.0162,0.6704,0.1534,0.366,0.2518,2.8757,0.5151,0.1371,0.0815
42.2715,0.9134,3.7129,0.1306,0.0236,0.0272,0.1342,0.4482,1.2345,0.3872,0.1626,0.0184,0.1545,0.2662,0.1345,0.0135,0.8205,0.0754,0.3788,0.2482,2.4947,0.5202,0.2404,0.0743
42.3714,0.8929,3.6816,0.1054,0.0231,0.2065,0.0649,0.4168,1.6021,0.3789,0.178,0.0155,0.1695,0.2897,0.1474,0.0099,0.6713,0.1237,0.3785,0.3265,3.2424,0.5585,0.5342,0.0474
42.4713,1.0033,4.1168,0.0738,0.0226,0.3507,0.0199,0.4848,0.4884,0.8638,0.2009,0.01,0.1853,0.3066,0.1553,0.0067,0.6846,0.1312,0.3624,0.4415,2.6128,0.4477,0.652,0.0206
42.5713,0.8855,3.5948,0.0377,0.0222,0.5731,0.0806,0.3217,0.6581,0.5411,0.2187,0.0033,0.1989,0.3132,0.1562,0.007,0.6839,0.0492,0.3325,0.5509,2.2615,0.4619,0.5548,0.0489
42.6712,0.9697,3.9804,0.0105,0.022,0.428,0.1438,0.4293,1.0598,0.5769,0.2227,0.0081,0.208,0.3083,0.1492,0.011,0.3408,0.0699,0.2967,0.6316,2.9327,0.4957,0.2765,0.0742
42.7711,0.9913,4.0259,0.045,0.0219,0.3889,0.1995,0.3414,1.0946,0.5848,0.2089,0.0172,0.212,0.2939,0.1349,0.0157,0.3603,0.0964,0.2668,0.6728,2.2971,0.3732,0.0946,0.0782
42.8711,0.8912,3.6072,0.0829,0.022,0.2506,0.2453,0.4437,1.0372,0.2806,0.1791,0.0257,0.2121,0.2746,0.1154,0.0198,1.3675,0.0413,0.2541,0.6733,1.9661,0.4172,0.4318,0.0561
42.971,1.0317,4.2212,0.1165,0.0222,0.1359,0.2793,0.483,0.6985,0.4167,0.1419,0.0323,0.2111,0.2579,0.0952,0.0228,0.4727,0.0495,0.2611,0.6401,2.5033,0.4574,0.6293,0.0195
43.0709,0.9409,3.7439,0.1433,0.0223,0.3509,0.3002,0.577,0.2923,0.8674,0.1179,0.0365,0.2119,0.2516,0.082,0.0244,0.3426,0.0625,0.2808,0.5841,1.8426,0.3027,0.62,0.0337
43.1709,0.9491,3.8897,0.1619,0.0222,0.4742,0.3076,0.3036,0.1412,0.4069,0.132,0.038,0.2161,0.2593,0.0834,0.0244,0.4997,0.0255,0.3047,0.5151,1.5985,0.3085,0.4092,0.0681
43.2708,1.0383,4.1379,0.1713,0.0218,0.3494,0.3013,0.3189,0.5439,0.4909,0.1761,0.0372,0.223,0.2774,0.0983,0.0231,0.9433,0.0825,0.3291,0.4367,2.1019,0.3572,0.067,0.085
43.3707,0.9071,3.6491,0.1718,0.0209,0.2595,0.2822,0.3381,0.6003,0.5415,0.2263,0.0352,0.2299,0.2981,0.1185,0.0207,1.6645,0.0841,0.3538,0.345,1.453,0.2587,0.3034,0.0741
43.4707,1.0135,4.0739,0.1645,0.0197,0.1066,0.2519,0.4596,0.531,0.2897,0.2689,0.0335,0.2335,0.3134,0.1373,0.0175,1.2831,0.0267,0.3787,0.2351,1.2013,0.2995,0.571,0.0445
43.5706,1.0008,3.9528,0.1515,0.0181,0.1952,0.2127,0.5411,0.6835,0.517,0.2971,0.0341,0.2316,0.3174,0.1512,0.0139,0.7936,0.1085,0.4003,0.1283,1.6718,0.3119,0.6536,0.0205
43.6705,0.9122,3.67,0.1362,0.0161,0.3801,0.1679,0.5468,0.4296,0.8896,0.308,0.0381,0.2237,0.3077,0.1589,0.0105,0.7595,0.1308,0.4121,0.1723,1.0999,0.1594,0.5252,0.0521
43.7705,1.0568,4.1667,0.1225,0.0141,0.5431,0.1221,0.2991,0.5211,0.3981,0.3004,0.0451,0.2113,0.285,0.1604,0.0077,1.5312,0.0714,0.4071,0.3427,0.833,0.1981,0.2289,0.0773
43.8704,0.9257,3.6734,0.1139,0.0123,0.3708,0.0834,0.2803,0.6934,0.6471,0.2745,0.0535,0.1983,0.2544,0.1565,0.0062,2.1237,0.1219,0.3806,0.5277,1.273,0.2404,0.1414,0.079
43.9703,0.9781,3.8528,0.1117,0.0109,0.2655,0.0695,0.3677,0.3069,0.5563,0.2315,0.0618,0.1895,0.2267,0.1489,0.006,0.8428,0.1718,0.3331,0.6904,0.8163,0.1053,0.4593,0.0571
44.0702,1.0206,4.0321,0.1135,0.0104,0.0716,0.0895,0.4282,0.4761,0.2703,0.1738,0.0691,0.1886,0.2175,0.1397,0.0065,0.6147,0.1196,0.2728,0.8051,0.5312,0.1546,0.626,0.0241
44.1702,0.907,3.5068,0.1153,0.0107,0.3372,0.1242,0.4965,0.6943,0.6585,0.1048,0.0743,0.1957,0.2379,0.1312,0.0072,1.4587,0.1105,0.2196,0.8528,0.9497,0.2111,0.5861,0.0381
44.2701,1.0071,4.0102,0.1132,0.0117,0.5456,0.1605,0.5859,0.1971,0.8797,0.0292,0.0768,0.207,0.2827,0.125,0.0078,0.3245,0.1795,0.2042,0.824,0.6167,0.0896,0.3558,0.0683
44.37,0.9798,3.7055,0.1049,0.0131,0.2976,0.1945,0.3764,0.5275,0.2856,0.0471,0.0761,0.2174,0.3376,0.1217,0.0083,2.2769,0.1546,0.2353,0.7222,0.2906,0.1068,0.0261,0.082
44.47,0.8944,3.5831,0.0893,0.0146,0.2754,0.2243,0.3409,0.3575,0.5891,0.1178,0.0724,0.2226,0.3904,0.1209,0.0087,1.6549,0.1042,0.283,0.5693,0.6893,0.1675,0.339,0.0699
44.5699,1.0439,3.9268,0.0668,0.0161,0.2758,0.249,0.3275,0.3535,0.4599,0.1773,0.0658,0.2203,0.4327,0.1214,0.0091,0.5895,0.1613,0.3182,0.4209,0.4709,0.0639,0.5731,0.0428
44.6698,0.882,3.4688,0.0395,0.0176,0.1222,0.267,0.3751,0.5399,0.2463,0.2211,0.0571,0.2098,0.4595,0.1219,0.0094,1.3734,0.1579,0.3264,0.3894,0.0862,0.0857,0.6171,0.0291
44.7698,0.9662,3.6403,0.02,0.0191,0.2282,0.2768,0.4553,0.3796,0.6916,0.2474,0.0474,0.1923,0.4682,0.1214,0.0096,1.1474,0.0886,0.3035,0.5134,0.4492,0.1415,0.4584,0.0547
44.8697,0.9824,3.7645,0.0422,0.0206,0.357,0.2765,0.6644,0.2733,0.7388,0.2579,0.038,0.1703,0.4591,0.1196,0.0098,1.1603,0.1313,0.2559,0.6818,0.3823,0.0743,0.1494,0.0737
44.9696,0.8579,3.265,0.0769,0.0222,0.4291,0.2649,0.3901,0.472,0.3142,0.2578,0.0306,0.1475,0.4347,0.1165,0.0101,1.3498,0.1521,0.2035,0.8158,0.1596,0.0838,0.213,0.0698
45.0696,0.9942,3.728,0.1107,0.0238,0.5286,0.2412,0.3208,1.1955,0.5952,0.2558,0.0267,0.1282,0.4002,0.1126,0.0107,1.5255,0.0747,0.1858,0.8811,0.1979,0.1365,0.5028,0.0462
45.1695,0.8931,3.456,0.1405,0.0254,0.3226,0.2058,0.2778,0.7848,0.4021,0.2602,0.0269,0.1158,0.3632,0.1083,0.0118,0.7096,0.0715,0.2269,0.8659,0.4343,0.1417,0.6298,0.0208
45.2694,0.8898,3.2258,0.1642,0.0269,0.1229,0.1603,0.3596,1.1332,0.2165,0.2742,0.0302,0.1103,0.3334,0.1045,0.0131,0.3285,0.1208,0.2962,0.774,0.4018,0.0935,0.5516,0.0456
45.3694,0.9572,3.7342,0.1803,0.0283,0.2365,0.109,0.4617,0.0795,0.6844,0.2941,0.0353,0.1085,0.3192,0.1022,0.0143,1.0168,0.0747,0.3605,0.6215,0.1771,0.0669,0.2954,0.0703
45.4693,0.8532,3.0064,0.1881,0.0294,0.3962,0.0635,0.56,0.321,0.6026,0.3126,0.0412,0.1064,0.3229,0.1025,0.0152,1.6698,0.0195,0.4041,0.4329,0.6452,0.1548,0.0595,0.0758
45.5692,0.8924,3.4726,0.1873,0.0301,0.2947,0.0636,0.4239,1.0595,0.3969,0.3227,0.0475,0.1009,0.3392,0.1062,0.0155,2.0133,0.0701,0.4229,0.2367,0.652,0.1257,0.3877,0.0565
45.6692,0.9343,3.3346,0.1785,0.0305,0.5905,0.109,0.365,1.2104,0.6358,0.3202,0.0537,0.091,0.3587,0.1133,0.0149,1.4997,0.0463,0.4207,0.0599,0.4954,0.0484,0.5905,0.026
45.7691,0.7888,2.9849,0.1627,0.0305,0.4035,0.1601,0.3848,1.6159,0.3985,0.3036,0.0594,0.0777,0.3734,0.1229,0.0132,0.9275,0.0516,0.4068,0.0823,0.9711,0.1978,0.598,0.0365
45.869,0.9413,3.4153,0.1411,0.03,0.1347,0.2049,0.2644,1.1341,0.4194,0.2738,0.0641,0.0631,0.3789,0.1329,0.0107,0.8121,0.0703,0.3917,0.183,0.9182,0.1637,0.4105,0.0684
45.969,0.8347,3.0177,0.1154,0.0293,0.5487,0.2394,0.4037,0.5437,0.8073,0.2332,0.0674,0.0503,0.3748,0.1411,0.0077,1.3473,0.0144,0.3809,0.2631,0.7892,0.0781,0.09,0.0851
46.0689,0.8176,3.0231,0.0876,0.0282,0.6682,0.2616,0.4522,0.6577,0.5696,0.185,0.0693,0.0418,0.3646,0.1454,0.0052,2.052,0.0769,0.371,0.3557,1.2982,0.2834,0.2636,0.0754
46.1688,0.9262,3.2436,0.0596,0.027,0.305,0.2711,0.5729,1.2848,0.3866,0.1328,0.0696,0.0375,0.3545,0.1443,0.0059,2.2963,0.1145,0.3527,0.4819,1.1849,0.2705,0.5271,0.0461
46.2688,0.7402,2.8648,0.035,0.0257,0.2682,0.2689,0.3873,1.7612,0.4752,0.0811,0.0684,0.0339,0.3521,0.1375,0.0091,0.9623,0.0713,0.3168,0.6344,1.0891,0.1321,0.6177,0.017
46.3687,0.89,2.9806,0.0251,0.0243,0.2055,0.2567,0.4057,1.5889,0.222,0.0385,0.0658,0.0271,0.362,0.1257,0.0126,1.3179,0.0984,0.2595,0.7884,1.5876,0.3115,0.5064,0.0481
46.4686,0.8084,3.2162,0.0387,0.0231,0.329,0.2372,0.188,1.3542,0.3384,0.0362,0.0621,0.0156,0.3835,0.1116,0.0154,0.9636,0.1507,0.1862,0.9163,1.3844,0.3053,0.2306,0.0746
