Frequency (Hz),Red_X,Blue_X,Green_X,Orange_X,Yellow_X,Pink_X,Purple_X,Red2_X,Red2_Y,Blue2_X,Green2_X,Orange2_X,Yellow2_X,Pink2_X
0.1999,45.6547,45.1788,23.7078,33.4553,34.6754,12.755,12.755,11.4442,27.6503,46.4273,43.4752,36.901,40.6981,32.2158
0.2998,14.3326,16.2439,21.8248,19.1314,19.254,19.1749,19.1749,6.3854,13.9709,20.6276,20.2416,19.6887,20.022,27.885
0.3997,10.4876,9.7366,19.6067,12.5519,12.4346,28.7366,28.7366,2.3349,15.9271,10.0044,11.3981,13.7415,13.0334,22.2808
0.4997,11.4796,9.7579,16.7984,4.4941,5.8099,17.2442,17.2442,2.2683,23.94,8.1049,4.6702,8.6392,4.9733,14.6367
0.5996,9.3534,4.5572,13.6644,3.0706,4.8562,5.7884,5.7884,1.4784,27.6182,2.4514,1.8594,4.7872,1.3644,8.4566
0.6995,9.9268,4.6094,10.9648,3.554,1.4467,6.4121,6.4121,1.3389,23.8443,1.7353,1.8269,0.569,1.2656,5.9361
0.7995,9.689,6.6196,9.0323,4.2907,1.853,7.5309,7.5309,0.5733,15.7543,2.7155,1.4517,1.3037,2.3125,3.7626
0.8994,8.6295,4.8038,7.457,1.2849,1.6736,7.3445,7.3445,1.0993,13.3527,0.6227,1.4482,0.7968,1.4476,3.0743
0.9993,7.4264,3.5307,6.1344,2.7047,3.4928,8.3028,8.3028,1.733,16.5908,1.9838,1.2859,1.0884,0.8079,3.8422
1.0993,7.9802,4.0953,5.5979,3.8467,4.6848,7.8237,7.8237,2.7339,16.647,0.8823,2.0124,2.7256,2.4243,2.7645
1.1992,9.3609,5.0321,5.6797,1.5903,3.9449,3.55,3.55,2.0147,13.5811,1.316,1.2075,2.2303,1.8142,1.1176
1.2991,9.3667,4.4909,5.5187,1.2806,2.7429,1.4891,1.4891,1.8342,11.4248,1.2234,0.3104,0.7224,0.5182,1.5181
1.3991,7.8701,4.3599,4.9956,1.1003,1.2686,2.2754,2.2754,1.3596,10.6864,0.9062,0.8923,0.0266,0.9857,1.2386
1.499,6.545,2.4789,4.6539,1.0781,0.6599,3.0493,3.0493,1.2001,10.4817,0.5767,0.4973,0.1751,0.5113,1.1273
1.5989,7.0606,2.1679,4.5551,2.1105,0.6011,4.8143,4.8143,0.1972,10.1702,1.3116,0.1871,0.6309,0.6943,1.6522
1.6989,8.0384,3.4922,4.2666,2.4311,1.6655,6.4978,6.4978,0.9288,9.1348,0.2473,0.9479,1.2503,0.9666,1.3153
1.7988,7.8288,3.4358,3.8841,1.8688,1.3387,5.3357,5.3357,0.9843,7.8418,1.0259,0.7569,0.9812,0.2474,1.0803
1.8987,6.8899,2.6686,3.8445,1.7489,0.4814,3.6741,3.6741,1.9361,7.4511,0.4057,0.1683,0.316,0.3209,1.5802
1.9987,6.2499,1.3414,3.9575,0.6996,1.4094,1.9996,1.9996,1.0689,7.78,0.7453,0.2107,0.0711,0.2808,1.5393
2.0986,6.2048,0.8002,3.7951,0.4175,0.9495,1.5811,1.5811,0.6411,6.7974,0.5825,0.1382,0.1352,0.13,1.3973
2.1985,6.1088,1.8401,3.4293,1.0139,1.0177,2.12,2.12,1.6398,5.2604,0.4291,0.3878,0.429,0.63,1.5995
2.2984,5.674,2.0999,3.1388,1.4539,2.3228,3.627,3.627,1.8079,6.034,0.5194,0.5342,0.5937,0.9997,1.5496
2.3984,5.3658,1.1021,2.904,1.4858,2.7143,3.6926,3.6926,0.6883,7.7882,0.7816,0.2815,0.3,0.58,1.4913
2.4983,5.3894,0.8907,2.6095,1.1337,1.6227,3.5387,3.5387,0.6132,7.1313,0.4612,0.0853,0.1119,0.2449,1.6215
2.5982,5.3468,1.1888,2.3337,0.518,0.9788,3.0276,3.0276,0.2148,5.5008,0.4862,0.0936,0.2299,0.5386,1.6701
2.6982,4.8003,1.3115,2.1624,0.6275,0.8408,2.4258,2.4258,0.4116,5.8003,0.2843,0.1759,0.2528,0.2126,1.7821
2.7981,3.7908,1.4068,2.0618,1.2366,0.2323,2.9866,2.9866,1.1655,6.594,0.3847,0.2677,0.2107,0.5453,1.7928
2.898,3.4188,2.0136,1.9891,1.5316,1.8373,3.8675,3.8675,1.5624,5.4748,0.6749,0.3337,0.1141,0.5811,1.6909
2.998,3.9371,2.4251,1.8991,1.3145,2.1624,3.6022,3.6022,1.7044,4.5586,0.5136,0.1222,0.1248,0.0831,1.7633
3.0979,4.2078,2.1335,1.7464,0.4494,0.7847,2.5818,2.5818,1.2932,5.0284,0.4272,0.2074,0.1583,0.4298,1.6644
3.1978,3.5459,1.672,1.5967,0.224,0.7213,1.8646,1.8646,0.5253,5.1867,0.3107,0.1231,0.0995,0.4434,1.4972
3.2978,2.5742,1.721,1.5924,0.7533,1.4937,1.8437,1.8437,0.4278,4.7813,0.2936,0.0489,0.1981,0.4903,1.6835
3.3977,1.891,2.7814,1.6681,1.6147,1.3407,2.788,2.788,0.8894,4.9855,0.5963,0.1547,0.1958,0.4636,1.6559
3.4976,1.9226,3.5027,1.6347,2.1731,2.7444,3.7287,3.7287,0.8091,4.7122,0.5509,0.3609,0.2458,0.1512,1.4338
3.5976,2.1386,3.2695,1.5586,1.8402,2.7343,3.7051,3.7051,1.2394,3.9536,0.3224,0.2903,0.0934,0.2079,1.5006
3.6975,2.1977,2.7018,1.6697,0.8957,1.2362,3.0318,3.0318,0.8971,3.4154,0.2691,0.1032,0.0801,0.1706,1.428
3.7974,1.6607,2.2168,1.835,0.716,0.7003,2.144,2.144,0.4598,3.7574,0.2151,0.1251,0.1261,0.1418,1.2303
3.8974,1.1153,2.6455,1.799,1.0251,0.778,1.1756,1.1756,0.9437,3.4811,0.31,0.1593,0.1764,0.2515,1.3234
3.9973,0.8522,3.6591,1.7045,1.5588,1.5057,1.6507,1.6507,1.5054,2.8043,0.451,0.1008,0.1262,0.1936,1.2857
4.0972,0.5222,4.0705,1.8409,2.1261,3.1374,1.9253,1.9253,1.2873,3.5506,0.2538,0.3253,0.3683,0.1056,1.0581
4.1972,0.4102,3.5729,2.0004,1.7232,2.7067,1.3912,1.3912,1.0839,4.6123,0.2234,0.2431,0.2888,0.1685,0.9939
4.2971,0.6683,3.0732,1.9244,1.0986,1.7069,1.0947,1.0947,0.2808,4.3109,0.1639,0.016,0.0756,0.3122,0.9072
4.397,0.9286,2.956,1.7894,1.1273,1.7059,0.9493,0.9493,0.211,3.8574,0.2175,0.1173,0.1811,0.2806,0.7493
4.497,1.2964,3.1299,1.821,1.3253,1.4511,0.7974,0.7974,0.5468,4.3233,0.3245,0.1724,0.1619,0.3086,0.7584
4.5969,1.6972,3.3949,1.8213,1.8992,1.863,1.0969,1.0969,1.0248,4.0782,0.2328,0.101,0.1593,0.1786,0.7238
4.6968,1.5646,3.4921,1.633,2.0569,2.6697,1.0037,1.0037,1.4057,2.7757,0.3019,0.2329,0.3699,0.1571,0.5606
4.7968,1.1174,3.3735,1.4585,0.9026,1.8566,1.8584,1.8584,1.4713,2.5013,0.2572,0.1731,0.2968,0.217,0.5599
4.8967,0.8241,3.2139,1.4607,0.5931,1.2503,2.6846,2.6846,0.6747,3.1175,0.1846,0.0061,0.153,0.1373,0.5995
4.9966,1.3592,2.7831,1.449,0.7702,1.2054,2.4723,2.4723,0.3792,2.7649,0.266,0.0877,0.1308,0.09,0.5189
5.0966,2.0124,2.1839,1.3041,1.1877,1.4576,2.0231,2.0231,0.8337,2.3683,0.3993,0.143,0.1207,0.1079,0.5918
5.1965,2.3831,2.078,1.1387,2.1545,2.5867,0.9659,0.9659,0.9231,2.8756,0.3407,0.2262,0.2726,0.1135,0.6363
5.2964,2.2738,2.4544,1.0573,2.2117,2.8503,0.9562,0.9562,1.027,3.2897,0.3578,0.1882,0.2713,0.1156,0.5661
5.3964,1.8402,2.7694,1.0113,1.0097,1.8136,2.2265,2.2265,0.8893,2.8048,0.1417,0.1443,0.0633,0.2017,0.7735
5.4963,1.6272,2.7293,0.943,0.4459,1.2852,2.5863,2.5863,0.3896,2.2572,0.1814,0.1023,0.0839,0.1659,0.903
5.5962,1.9612,1.9713,0.8749,0.2693,0.9227,2.5919,2.5919,0.5118,2.5294,0.3381,0.1157,0.1025,0.0836,0.8235
5.6962,2.4086,1.0228,0.8628,0.8015,0.9126,2.4216,2.4216,0.9999,2.6024,0.3488,0.1366,0.2459,0.2383,0.9381
5.7961,2.5227,1.1148,0.9225,1.9443,1.841,1.3997,1.3997,1.3097,2.1845,0.2861,0.1206,0.3475,0.0891,1.0126
5.896,2.3481,1.3418,1.0132,1.9213,1.9453,0.8135,0.8135,1.4235,2.9448,0.1144,0.078,0.2731,0.1811,0.9193
5.996,2.0034,1.4044,1.0846,1.1331,1.3576,1.5742,1.5742,0.8136,3.5557,0.1267,0.1095,0.1318,0.1948,1.0646
6.0959,1.6232,1.4096,1.1244,0.8945,1.2171,1.6198,1.6198,0.1077,3.1031,0.2683,0.1297,0.1791,0.0338,1.1662
6.1958,1.5597,1.0076,1.1737,0.728,0.7889,1.8148,1.8148,0.3488,2.8917,0.2496,0.0643,0.1565,0.0566,1.0267
6.2957,1.9633,0.4351,1.2474,0.8869,1.0167,1.4488,1.4488,0.758,3.129,0.0879,0.1222,0.1003,0.2286,1.0349
6.3957,2.3026,0.2678,1.2801,1.8312,1.7955,0.4292,0.4292,0.9514,2.7523,0.117,0.0997,0.1784,0.2849,1.1083
6.4956,2.2575,0.4183,1.2479,1.4871,1.4974,0.7023,0.7023,1.2369,1.9221,0.1335,0.1557,0.2368,0.0881,1.0423
6.5955,2.006,0.8562,1.2348,0.5592,0.4171,1.1884,1.1884,0.9241,1.9185,0.1835,0.0562,0.1549,0.1261,1.0689
6.6955,1.4565,1.2549,1.2661,0.6499,0.322,0.9945,0.9945,0.6339,2.2565,0.1803,0.0485,0.1806,0.0462,1.1101
6.7954,0.9619,1.294,1.2507,0.8957,0.1718,0.8883,0.8883,0.8501,1.7947,0.1437,0.1457,0.2069,0.2339,0.9804
6.8953,1.3016,1.4473,1.1903,1.5493,0.3777,0.4993,0.4993,0.9871,1.8491,0.2093,0.1325,0.018,0.1664,0.8198
6.9953,1.7756,1.6828,1.1779,2.1442,1.3642,0.3449,0.3449,0.9559,2.6944,0.1813,0.1003,0.2675,0.0972,0.7948
7.0952,1.6399,1.4081,1.1806,1.4021,1.2512,0.5047,0.5047,0.8655,2.9511,0.1725,0.1697,0.271,0.0847,0.8411
7.1951,1.2136,1.1413,1.117,0.5339,0.4308,1.4544,1.4544,0.4225,2.3627,0.2051,0.0845,0.1003,0.1827,0.8126
7.2951,0.6605,1.4598,1.0315,0.4969,0.4179,1.3463,1.3463,0.4456,2.1793,0.1835,0.0346,0.0419,0.1854,0.7708
7.395,0.2239,1.7809,0.9717,0.6049,0.7891,1.3947,1.3947,0.7535,2.4617,0.2401,0.0947,0.0789,0.0898,0.8052
7.4949,0.5734,2.0024,0.8799,1.6246,0.7398,0.67,0.67,1.0655,2.0559,0.206,0.1218,0.2081,0.1272,0.6727
7.5949,0.8677,2.0145,0.745,2.4178,1.5639,0.8087,0.8087,1.3435,1.5423,0.1511,0.0816,0.3456,0.0766,0.5143
7.6948,0.7859,1.3072,0.6484,1.8609,1.3911,1.2405,1.2405,1.0746,2.1766,0.1634,0.1323,0.2549,0.1094,0.7242
7.7947,0.5593,0.7665,0.6116,1.1863,0.5097,1.2847,1.2847,0.4439,2.384,0.2453,0.1151,0.1239,0.0292,0.6927
7.8947,0.3319,1.0603,0.5831,0.8557,0.5139,1.329,1.329,0.3951,2.1884,0.1547,0.099,0.1236,0.1635,0.4626
7.9946,0.4829,1.3115,0.5642,0.6242,0.908,1.4092,1.4092,0.6322,2.5016,0.1695,0.0472,0.1307,0.1992,0.6783
8.0945,0.6541,1.5703,0.6185,1.6517,1.3164,0.6144,0.6144,0.7921,2.5893,0.0983,0.0357,0.1826,0.1417,0.6346
8.1945,0.6629,1.4744,0.752,2.2495,2.2111,0.5158,0.5158,1.1574,1.8662,0.1835,0.027,0.2945,0.1389,0.3935
8.2944,0.3737,1.0508,0.8585,1.7249,1.9547,1.1861,1.1861,0.8451,1.1491,0.182,0.0581,0.1524,0.1578,0.7548
8.3943,0.097,0.5651,0.8858,1.2924,1.2623,1.3109,1.3109,0.5194,1.3141,0.1392,0.0826,0.0409,0.0839,0.7255
8.4943,0.5626,0.3375,0.928,1.1155,1.2981,1.5832,1.5832,0.7294,1.5538,0.0802,0.0991,0.0449,0.1162,0.3621
8.5942,1.1584,0.7114,1.0251,1.2197,1.3595,1.398,1.398,1.0023,1.2026,0.1564,0.0572,0.1431,0.1669,0.7014
8.6941,1.4446,1.2269,1.057,1.8377,1.619,1.6822,1.6822,1.0637,1.6869,0.1427,0.0573,0.2837,0.1796,0.6783
8.7941,1.3134,1.2123,1.0043,1.6909,2.3295,1.8476,1.8476,1.0363,2.5897,0.1394,0.1178,0.1923,0.1377,0.4266
8.894,0.8882,1.0946,1.0033,0.8369,1.8843,0.6987,0.6987,0.4524,2.5401,0.1782,0.0889,0.0246,0.0536,0.8159
8.9939,0.8448,0.8425,1.06,0.789,1.3355,0.4259,0.4259,0.3661,1.9593,0.1005,0.0907,0.0294,0.164,0.7452
9.0939,1.3745,0.3496,1.047,0.7653,1.5017,0.6385,0.6385,0.6342,1.9417,0.1536,0.1154,0.1099,0.1433,0.3524
9.1938,1.8932,0.2897,0.9709,1.2415,1.7738,0.3837,0.3837,0.8166,1.942,0.1514,0.1682,0.0386,0.0828,0.6842
9.2937,1.9469,0.7536,0.9286,2.0134,2.3037,1.2432,1.2432,1.0863,1.3889,0.1425,0.1208,0.161,0.1158,0.6066
9.3937,1.5618,1.1289,0.9074,1.7414,2.5485,1.8593,1.8593,1.2086,1.0241,0.1221,0.071,0.1518,0.1732,0.4142
9.4936,1.266,1.0834,0.8365,0.6893,1.7719,1.0513,1.0513,0.7122,1.7482,0.1423,0.058,0.097,0.2171,0.7717
9.5935,1.309,0.715,0.7385,0.4321,1.2233,0.4533,0.4533,0.5368,1.9351,0.0902,0.0325,0.1767,0.134,0.6228
9.6935,1.5361,0.4157,0.6991,0.4733,1.2372,0.33,0.33,0.7412,1.9503,0.1563,0.0698,0.1701,0.0345,0.3449
9.7934,1.899,0.4435,0.7152,1.2458,1.4051,0.4953,0.4953,0.6065,2.5393,0.0946,0.1534,0.036,0.0876,0.664
9.8933,2.217,0.7186,0.6866,2.2348,2.021,0.4273,0.4273,1.0088,2.412,0.0869,0.1448,0.124,0.093,0.5475
9.9933,2.1514,0.4999,0.5792,2.0552,2.1662,0.7079,0.7079,1.0735,1.3606,0.1621,0.0786,0.1421,0.1626,0.5079
10.0932,1.7956,0.2834,0.4713,1.1912,1.3413,1.3322,1.3322,0.5522,0.6905,0.1039,0.057,0.1208,0.1991,0.7885
10.1931,1.406,0.653,0.4217,0.8678,1.0337,1.6049,1.6049,0.4797,0.9433,0.0646,0.0726,0.1941,0.1858,0.6541
10.2931,1.3461,1.1791,0.3828,0.7617,1.0896,0.9646,0.9646,0.7457,1.0137,0.1445,0.051,0.2059,0.2248,0.5135
10.393,1.786,1.0926,0.335,0.9497,1.4211,0.736,0.736,0.9413,0.5123,0.0839,0.0287,0.1521,0.1163,0.6966
10.4929,2.2476,1.1617,0.3007,1.8533,2.0234,1.3908,1.3908,1.2291,1.2233,0.1251,0.0395,0.2825,0.0738,0.6393
10.5928,2.107,0.9196,0.3705,1.7376,1.8431,1.5056,1.5056,0.846,1.9531,0.1192,0.0243,0.2658,0.1125,0.5632
10.6928,1.5208,0.7594,0.5583,1.2454,0.8162,0.6536,0.6536,0.3211,1.793,0.0383,0.0562,0.1146,0.1599,0.6434
10.7927,1.1649,1.0237,0.7065,1.1261,0.4924,0.1476,0.1476,0.3966,1.5521,0.1277,0.0436,0.0521,0.2105,0.5881
10.8926,1.4643,1.3499,0.7823,1.1423,0.3849,0.1048,0.1048,0.6528,1.913,0.1722,0.0364,0.0856,0.0134,0.5022
10.9926,1.8091,1.3715,0.9102,1.37,0.7263,0.6268,0.6268,0.9024,1.8606,0.0473,0.0776,0.2432,0.2107,0.5573
11.0925,1.845,1.6505,1.064,1.8273,1.5371,1.2845,1.2845,1.2435,0.9362,0.1898,0.1243,0.252,0.1997,0.6113
11.1924,1.4074,1.7507,1.0887,1.3313,1.475,1.0759,1.0759,0.8223,0.6794,0.2093,0.1126,0.145,0.0768,0.572
11.2924,0.9412,1.3999,1.0127,0.8959,0.6872,0.4269,0.4269,0.4624,0.9662,0.1531,0.0567,0.1678,0.1044,0.5149
11.3923,0.8242,1.4093,0.9941,0.9683,0.4391,0.1324,0.1324,0.585,0.736,0.042,0.0338,0.1427,0.137,0.4814
11.4922,0.8823,1.9589,0.995,1.1649,0.5825,0.4599,0.4599,0.7547,0.829,0.1415,0.0564,0.117,0.093,0.3831
11.5922,0.9773,2.4567,0.9259,1.8484,0.7809,0.1594,0.1594,0.9544,1.5094,0.1851,0.1044,0.222,0.0737,0.3673
11.6921,1.1655,2.7952,0.882,2.1837,1.2769,1.0363,1.0363,1.1448,1.669,0.1822,0.0965,0.2643,0.0455,0.4448
11.792,1.1538,2.4773,0.8749,1.3752,0.963,1.0995,1.0995,0.5702,1.4331,0.1725,0.0652,0.2003,0.0348,0.4222
11.892,0.8607,1.8512,0.7784,0.9044,0.2534,0.8576,0.8576,0.3407,1.2067,0.1247,0.0738,0.0761,0.0431,0.3992
11.9919,0.4859,1.8524,0.6426,0.9627,0.2886,0.9389,0.9389,0.4916,1.5681,0.034,0.0562,0.0374,0.1595,0.3773
12.0918,0.3217,2.353,0.5899,1.1978,0.6901,0.9258,0.9258,0.7718,1.4264,0.1175,0.0587,0.0398,0.1668,0.3616
12.1918,0.6906,2.8139,0.5212,2.0096,1.2622,0.8691,0.8691,1.2142,0.7044,0.1854,0.1003,0.076,0.1673,0.4287
12.2917,0.8686,3.0024,0.4108,2.2857,1.7513,0.5416,0.5416,1.1966,1.4128,0.1164,0.0739,0.2022,0.2415,0.4506
12.3916,0.6902,2.5124,0.4071,1.5062,1.2632,0.1087,0.1087,0.4785,1.9743,0.0522,0.0557,0.133,0.1582,0.5252
12.4916,0.2734,2.1086,0.4056,0.9386,0.6186,0.5149,0.5149,0.2988,1.4474,0.0543,0.0775,0.0624,0.0813,0.5568
12.5915,0.4381,2.2667,0.282,0.7671,0.6262,0.7208,0.7208,0.5435,1.1498,0.0999,0.0602,0.0635,0.1294,0.4552
12.6914,0.7585,2.4792,0.1275,0.9453,0.672,0.6138,0.6138,0.7657,1.4162,0.1205,0.026,0.0154,0.2155,0.5814
12.7914,0.8602,2.6265,0.0923,1.7496,1.2716,0.7046,0.7046,1.0543,1.6545,0.0705,0.0322,0.1099,0.3374,0.6608
12.8913,0.5131,2.6136,0.1961,1.9568,1.6165,0.863,0.863,0.9417,1.0744,0.0566,0.0376,0.1624,0.2002,0.5175
12.9912,0.1301,2.2955,0.3249,1.4213,1.1063,0.4396,0.4396,0.623,0.6431,0.0916,0.0252,0.0497,0.1477,0.6402
