Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Yellow_X,Pink_X,Purple_X,Red2_X,Blue2_X,Green2_X,Orange2_X,Yellow2_X,Pink2_X
54.863,0.0263,0.0071,0.3527,0.2073,1.009,0.453,1.9294,1.4752,0.8143,0.3673,0.018,1.8013,0.4197,0.5199,1.6238,0.7785
54.9629,0.0269,0.0078,0.4404,0.2319,0.3449,0.793,1.2743,1.1969,0.8652,0.41,0.0178,1.259,0.6336,0.7278,0.8072,0.7547
55.0628,0.0272,0.0083,0.4388,0.2388,0.3621,1.2402,0.95,0.6745,0.1968,1.0186,0.0194,1.6275,0.6555,0.5037,0.5243,1.6694
55.1628,0.0271,0.0086,0.3438,0.2168,0.4508,1.4245,1.1365,0.4912,0.5803,0.4718,0.0224,1.2946,0.5316,0.7496,0.789,2.4656
55.2627,0.0265,0.0086,0.2026,0.1943,0.837,0.9357,1.318,1.0665,0.7117,0.2044,0.0261,4.647,0.3156,0.7889,0.6886,1.5108
55.3626,0.0256,0.0083,0.1748,0.192,0.3002,0.849,1.4559,0.8124,0.5535,0.4281,0.0302,5.4402,0.124,0.2438,0.6123,0.6836
55.4626,0.0244,0.0079,0.3084,0.2063,0.734,0.4838,1.7876,0.9606,0.8984,0.3452,0.0344,2.257,0.3973,0.5543,0.1255,0.4823
55.5625,0.023,0.0072,0.4222,0.2299,0.8096,0.2538,2.3501,1.1634,0.6931,0.4685,0.0386,1.159,0.6558,0.8675,0.9911,0.3317
55.6624,0.0218,0.0064,0.45,0.2377,0.3343,0.2169,2.6712,1.0745,0.0459,0.9074,0.0426,1.9347,0.7068,0.6683,1.0449,1.0306
55.7624,0.0208,0.0056,0.3797,0.2182,0.0676,0.8085,2.4726,0.6901,0.6852,0.4594,0.0463,1.3108,0.5169,0.9177,1.4729,1.8009
55.8623,0.0203,0.0048,0.243,0.1948,0.6288,0.9484,2.5069,0.5045,0.84,0.3256,0.0498,4.24,0.1737,1.0391,1.5373,0.9374
55.9622,0.0204,0.0042,0.1474,0.1862,0.6785,1.0336,2.9368,0.8607,0.7246,0.4386,0.0531,5.4918,0.2148,0.5561,1.6766,0.2773
56.0622,0.0211,0.004,0.2505,0.1945,0.4164,1.2643,2.9155,1.1121,0.9006,0.2627,0.056,2.5377,0.4982,1.0649,1.2902,1.2032
56.1621,0.0222,0.0043,0.3845,0.2199,0.4077,1.0147,2.3173,0.4372,0.5918,0.4569,0.0586,1.0242,0.6378,1.4045,0.6961,1.6761
56.262,0.0236,0.0048,0.4467,0.237,0.3722,0.7267,2.0377,0.4457,0.1129,0.7922,0.0609,2.2975,0.5999,1.1432,0.7472,1.5976
56.362,0.025,0.0055,0.4124,0.2274,0.6247,0.1807,2.1172,1.1579,0.8275,0.532,0.0629,1.5669,0.3929,1.3608,0.8983,1.9952
56.4619,0.0263,0.0062,0.3,0.2073,0.2807,0.4128,1.8638,1.4187,0.9028,0.3457,0.0645,3.6568,0.105,1.3416,0.7232,3.0506
56.5618,0.0273,0.0068,0.1698,0.191,0.6732,0.2471,1.3259,1.3293,0.9042,0.4329,0.0658,5.5579,0.2565,1.0175,0.5901,2.1773
56.6618,0.0278,0.0072,0.1833,0.1831,0.9264,0.3892,1.0709,1.5528,0.9557,0.2535,0.0668,2.7613,0.4828,1.5392,0.7168,1.1013
56.7617,0.028,0.0074,0.3109,0.1982,0.132,0.4694,1.4257,1.2633,0.4041,0.4878,0.0673,0.8725,0.5916,1.6303,1.4327,1.0804
56.8616,0.0277,0.0074,0.3957,0.2179,0.2959,0.9318,1.6329,0.8231,0.1358,0.6581,0.0674,2.718,0.5537,1.2822,1.2774,1.4569
56.9616,0.0269,0.0073,0.3929,0.2149,0.6562,1.0751,1.5124,0.1745,1.0009,0.6681,0.0671,1.811,0.3497,1.4067,1.1311,2.4122
57.0615,0.0258,0.0069,0.3061,0.198,0.6787,0.6225,1.7549,0.3663,1.1109,0.4061,0.0664,3.0826,0.0301,1.2826,0.6974,3.4833
57.1614,0.0245,0.0064,0.1773,0.1819,0.22,0.5207,2.2877,0.1929,1.0285,0.271,0.0651,5.4443,0.3304,1.067,1.1343,2.0106
57.2614,0.023,0.0059,0.1656,0.176,0.8086,0.2159,2.5058,0.2635,0.8263,0.425,0.0634,3.0777,0.5521,1.4045,1.756,1.0085
57.3613,0.0217,0.0054,0.3078,0.1989,0.5347,0.1255,2.5455,0.5573,0.4635,0.3133,0.0612,0.8188,0.5766,1.3805,1.6473,1.2907
57.4612,0.0206,0.005,0.4189,0.228,0.1922,0.1166,2.5422,0.9079,0.3899,0.7904,0.0584,2.9973,0.4249,1.0748,1.3131,1.782
57.5612,0.0201,0.0049,0.4389,0.2298,0.337,0.6362,2.4528,1.2368,1.1876,0.6073,0.0551,2.2345,0.186,1.136,0.4401,1.5916
57.6611,0.0201,0.0051,0.363,0.2115,0.6501,0.9575,2.4463,1.2515,1.0779,0.2891,0.0513,2.6202,0.1444,1.1237,0.6042,2.4522
57.761,0.0208,0.0056,0.2195,0.1916,0.4649,1.2076,2.5471,1.5261,1.0767,0.3335,0.047,5.1708,0.3423,0.9968,0.2113,1.5257
57.861,0.0218,0.0062,0.115,0.1779,0.5477,1.3912,2.203,1.4803,0.878,0.4651,0.0422,3.3509,0.4634,1.227,0.9858,1.1022
57.9609,0.0231,0.0068,0.2401,0.1887,0.2379,1.0834,1.5893,0.8302,0.3743,0.3286,0.037,0.8836,0.469,1.3599,1.2101,1.3429
58.0608,0.0244,0.0074,0.3731,0.2135,0.2896,0.8019,1.5908,0.3709,0.5103,0.7501,0.0314,3.1094,0.362,1.2239,1.2715,0.7044
58.1608,0.0255,0.0078,0.4231,0.2197,0.6476,0.3862,1.8583,1.0127,1.3283,0.6508,0.0253,2.8168,0.1758,1.2507,1.4853,0.7223
58.2607,0.0263,0.0081,0.378,0.2099,0.3058,0.6064,1.5629,1.0369,1.1434,0.2607,0.019,2.0659,0.1474,1.3579,1.065,1.281
58.3606,0.0267,0.0081,0.257,0.1976,0.637,0.5894,1.1715,0.7758,1.077,0.2977,0.0124,4.9666,0.3585,1.3019,1.3128,1.9397
58.4605,0.0267,0.0079,0.1267,0.183,0.7377,0.7964,1.503,1.0815,0.8662,0.6457,0.0057,3.4159,0.4819,1.3857,1.7496,2.1981
58.5605,0.0262,0.0075,0.2038,0.1849,0.1495,0.6053,2.0887,1.1609,0.4477,0.1878,0.0013,0.9226,0.4368,1.5236,1.6559,0.9551
58.6604,0.0253,0.0068,0.3547,0.2092,0.1645,0.935,1.9981,0.8622,0.7773,0.8438,0.0082,3.2662,0.2424,1.398,1.2695,1.4811
58.7603,0.0241,0.0059,0.4402,0.2244,0.6445,0.6052,1.6991,0.6678,1.3399,0.5135,0.0151,3.262,0.1268,1.3073,0.4745,1.2588
58.8603,0.0227,0.0049,0.4287,0.2196,0.6055,0.226,2.0746,0.6743,1.0164,0.1697,0.0219,1.3408,0.2846,1.3891,0.5012,0.815
58.9602,0.0213,0.0039,0.3205,0.2003,0.3021,0.1673,2.6088,1.1318,1.1409,0.4594,0.0285,4.8209,0.3541,1.2548,0.6092,1.061
59.0601,0.0201,0.0031,0.1462,0.1708,0.6436,0.7645,2.4257,0.6665,0.9745,0.6583,0.0349,3.3989,0.3351,1.1963,0.8768,1.6886
59.1601,0.0194,0.0028,0.1364,0.1633,0.4752,0.6327,2.0201,0.2336,0.3566,0.2587,0.0409,0.8475,0.2986,1.2981,0.433,1.1433
59.26,0.0192,0.0034,0.318,0.1938,0.2987,0.7843,2.1881,0.9073,0.8145,0.7464,0.0466,3.5109,0.255,1.0915,1.2149,0.7501
59.3599,0.0197,0.0045,0.4368,0.2188,0.4199,0.1723,2.483,1.4894,1.311,0.4189,0.0517,3.5661,0.2063,0.944,1.9703,1.3733
59.4599,0.0207,0.0057,0.456,0.2193,0.6387,0.6423,2.2544,1.2555,1.0705,0.2839,0.0563,0.7605,0.2288,1.0252,1.597,1.7125
59.5598,0.022,0.0069,0.3775,0.2036,0.4615,0.9661,1.9355,1.3182,1.2148,0.4977,0.0603,4.4918,0.3118,0.8197,1.8394,2.1314
59.6597,0.0234,0.008,0.2283,0.1816,0.417,1.2931,1.8175,1.2694,0.9264,0.5975,0.0637,3.5036,0.3481,0.7816,1.3584,2.4004
59.7597,0.0247,0.0089,0.124,0.1762,0.2252,0.9298,1.9172,1.0721,0.3556,0.3255,0.0663,0.7267,0.2796,0.913,0.8668,0.7452
59.8596,0.0257,0.0096,0.2463,0.1876,0.4253,0.91,1.8121,0.4855,0.9233,0.6361,0.0682,3.6142,0.1857,0.6979,0.7969,0.717
59.9595,0.0264,0.01,0.371,0.184,0.5959,0.2844,1.6637,0.2373,1.2752,0.4654,0.0694,3.9841,0.2687,0.6257,0.9345,0.5069
