Frequency (Hz),Red_X,Red_Y,Blue_X,Green_X,Orange_X,Yellow_X,Pink_X,Purple_X,Red2_X,Blue2_X,Green2_X,Orange2_X,Yellow2_X,Pink2_X,Pink2_Y
48.2674,1.3585,0.3204,2.2752,0.3323,0.274,0.6242,0.4483,0.4483,0.4505,0.4021,0.2769,1.3072,0.4617,0.176,0.3848
48.3673,0.2291,0.3547,2.5508,0.7,0.1417,0.526,0.4994,0.4994,1.2778,1.0091,0.2342,1.0935,0.4213,0.1005,0.9334
48.4673,0.6894,0.7684,2.4662,0.6013,0.1676,0.2215,0.1466,0.1466,1.5483,1.0722,0.0685,0.4829,0.2086,0.1663,1.3232
48.5672,0.2597,0.9067,2.3083,0.3864,0.2282,0.3553,0.1685,0.1685,1.3739,0.9145,0.187,0.2507,0.2196,0.252,1.38
48.6671,0.6479,0.9731,2.3746,0.3303,0.1829,0.5655,0.339,0.339,1.5042,0.3473,0.3141,0.7937,0.1616,0.2097,1.0178
48.7671,0.6195,0.9125,2.501,0.2754,0.053,0.6044,0.3899,0.3899,1.2861,0.4405,0.2326,1.2199,0.1497,0.1584,0.5103
48.867,0.9163,0.6108,2.4291,0.308,0.1879,0.5326,0.4538,0.4538,1.215,0.6686,0.0608,0.9587,0.3262,0.2992,0.6583
48.9669,0.7797,0.1907,2.1834,0.4485,0.0408,0.5958,0.6024,0.6024,1.3515,0.8178,0.338,0.6891,0.3396,0.2989,1.1678
49.0669,1.0334,0.6353,1.9461,0.4268,0.2326,0.5528,0.1372,0.1372,0.5457,0.5944,0.365,0.5931,0.1937,0.1373,1.5457
49.1668,0.4475,1.0457,1.8672,0.3257,0.2301,0.2365,0.2068,0.2068,0.2123,0.1616,0.1147,0.5426,0.1262,0.1697,1.7192
49.2667,0.5964,0.9865,1.8915,0.2801,0.1771,0.3798,0.1454,0.1454,0.9097,0.2834,0.2293,0.673,0.1647,0.2138,1.6537
49.3667,0.8894,0.9711,1.8764,0.3136,0.2656,0.7669,0.2011,0.2011,1.5996,0.4091,0.3433,0.6698,0.032,0.13,1.2389
49.4666,0.4507,1.0761,1.7253,0.098,0.1718,0.6939,0.4164,0.4164,1.7967,0.4675,0.196,0.9118,0.1852,0.059,0.5497
49.5665,1.0756,0.596,1.6119,0.2168,0.1016,0.4856,0.5683,0.5683,2.0643,0.1416,0.0642,1.0493,0.2354,0.0347,0.1814
49.6665,0.4408,0.3156,1.7744,0.3726,0.1544,0.4915,0.2156,0.2156,1.3149,0.3549,0.2681,0.8792,0.1878,0.1039,0.544
49.7664,1.187,0.8562,2.0189,0.444,0.2216,0.3557,0.1822,0.1822,1.6993,0.7607,0.3354,0.5183,0.1876,0.2577,0.7508
49.8663,0.4399,0.79,1.9828,0.2274,0.2454,0.2659,0.2303,0.2303,1.197,0.5855,0.211,0.4384,0.2432,0.3009,0.8462
49.9663,1.0284,1.1364,1.6883,0.3199,0.2839,0.5017,0.2464,0.2464,1.381,0.4342,0.0826,1.0383,0.1871,0.2271,0.8478
50.0662,0.4517,1.4361,1.6211,0.2566,0.0253,0.6705,0.2852,0.2852,0.9036,0.1288,0.332,1.22,0.0481,0.3145,0.8533
50.1661,1.1589,0.9263,1.9064,0.2096,0.1378,0.7468,0.5199,0.5199,0.6653,0.5622,0.3295,1.0106,0.1462,0.3687,0.9043
50.2661,0.5837,0.2499,1.9865,0.2695,0.105,0.5051,0.2074,0.2074,0.4925,0.7726,0.0654,0.4447,0.2852,0.244,0.8807
50.366,1.2003,0.6302,1.5924,0.3758,0.2026,0.2031,0.3127,0.3127,0.666,0.7249,0.2391,0.4023,0.2333,0.2376,0.6741
50.4659,0.5181,0.6991,1.1347,0.4837,0.1813,0.3889,0.2582,0.2582,0.5554,0.313,0.3152,0.8424,0.3285,0.257,0.3311
50.5659,0.6507,1.0959,1.3331,0.3572,0.1818,0.5292,0.3234,0.3234,1.32,0.1413,0.149,0.8808,0.3452,0.1109,0.164
50.6658,0.832,1.2649,1.6268,0.1864,0.2304,0.5351,0.4648,0.4648,0.7123,0.5508,0.1579,0.6912,0.1803,0.0846,0.5567
50.7657,0.6625,0.8474,1.3937,0.2223,0.4007,0.623,0.5387,0.5387,1.3201,0.5637,0.2739,0.7431,0.1681,0.0769,0.8986
50.8657,0.8329,0.4611,0.771,0.2893,0.142,0.5848,0.2344,0.2344,0.2834,0.5168,0.2344,0.6736,0.33,0.0699,1.0943
50.9656,0.68,0.5071,0.81,0.4149,0.0629,0.3195,0.2998,0.2998,0.772,0.0671,0.0691,0.7295,0.2966,0.1933,1.1041
51.0655,0.9331,0.4613,1.3335,0.4344,0.2999,0.1484,0.2035,0.2035,0.8827,0.2784,0.16,0.6575,0.3439,0.2106,0.8556
51.1655,0.6403,0.5236,1.3568,0.3973,0.2387,0.4714,0.1885,0.1885,0.5798,0.4485,0.3017,0.4501,0.4158,0.193,0.4564
51.2654,0.6174,0.4744,0.8258,0.2368,0.3386,0.6733,0.5435,0.5435,1.6849,0.5767,0.2071,0.8394,0.3384,0.2883,0.3726
51.3653,0.1464,0.3343,0.5874,0.2921,0.3851,0.5906,0.6506,0.6506,2.1121,0.3292,0.1319,0.9935,0.2438,0.3613,0.5488
51.4653,1.2704,0.323,1.2519,0.2308,0.097,0.5592,0.201,0.201,2.6841,0.0967,0.3798,0.7086,0.3842,0.2778,0.6419
51.5652,0.4475,0.2269,1.5637,0.3877,0.0842,0.3601,0.3598,0.3598,3.4495,0.5698,0.3714,0.5977,0.3103,0.1934,0.565
51.6651,1.2101,0.2015,1.2481,0.3268,0.259,0.1353,0.2474,0.2474,2.6154,0.6317,0.1108,0.5091,0.3508,0.2828,0.3235
51.7651,0.1818,0.4692,0.6889,0.26,0.1852,0.1979,0.1968,0.1968,2.9171,0.5568,0.2242,0.847,0.4717,0.255,0.4706
51.865,0.729,0.5745,1.1034,0.0624,0.3282,0.5145,0.3608,0.3608,1.5385,0.2009,0.3492,0.801,0.4653,0.1191,1.0019
51.9649,0.0508,0.3306,1.6882,0.2347,0.297,0.6246,0.5408,0.5408,1.1648,0.3141,0.251,0.5813,0.339,0.1188,1.3979
52.0649,0.447,0.2012,1.6713,0.1523,0.0827,0.6133,0.2961,0.2961,0.2951,0.413,0.0371,0.2629,0.3875,0.1612,1.4773
52.1648,0.6891,0.6105,1.093,0.257,0.1386,0.3129,0.4145,0.4145,0.8051,0.4995,0.1989,0.5812,0.3303,0.1386,1.3105
52.2647,1.1133,0.9132,0.8514,0.2606,0.1284,0.1931,0.2876,0.2876,0.1443,0.2698,0.2718,0.8172,0.2635,0.1041,0.9871
52.3646,0.8151,1.2978,1.4635,0.2572,0.2315,0.2445,0.1164,0.1164,0.7687,0.1495,0.1098,0.4577,0.4799,0.1453,0.5935
52.4646,1.1912,1.3089,1.7007,0.0343,0.3182,0.3636,0.4296,0.4296,0.2146,0.1869,0.2229,0.3312,0.53,0.1754,0.7013
52.5645,0.4512,0.6598,1.2753,0.1534,0.3518,0.5673,0.653,0.653,1.2274,0.2362,0.454,0.5493,0.3558,0.1542,1.2018
52.6644,0.6238,0.5005,0.7297,0.149,0.2132,0.6359,0.3669,0.3669,0.6584,0.2776,0.4026,0.5603,0.3879,0.1262,1.616
52.7644,0.2531,1.0917,1.2182,0.1572,0.1315,0.4658,0.3299,0.3299,1.766,0.1257,0.1162,0.8882,0.2832,0.1323,1.7223
52.8643,0.3875,1.3325,1.6393,0.1897,0.1141,0.1898,0.2514,0.2514,1.3433,0.2591,0.185,0.5982,0.1915,0.1748,1.4272
52.9642,0.5488,1.5962,1.4339,0.3079,0.2067,0.0984,0.1759,0.1759,1.763,0.4924,0.2667,0.2248,0.4115,0.1978,0.9048
53.0642,0.698,1.4215,1.0287,0.2175,0.2003,0.3097,0.4734,0.4734,2.4447,0.4003,0.1517,0.5336,0.537,0.1491,0.3757
53.1641,0.6761,0.5292,1.3982,0.157,0.4095,0.4424,0.5482,0.5482,1.9723,0.4613,0.1269,0.5952,0.3426,0.1459,0.1773
53.264,0.9752,0.5651,1.9105,0.2027,0.2341,0.5378,0.3718,0.3718,2.9265,0.3019,0.2358,0.4827,0.3112,0.2589,0.6063
53.364,0.1064,1.1055,1.9064,0.1664,0.1061,0.5079,0.71,0.71,2.3705,0.5293,0.2159,0.5908,0.2812,0.2639,0.8849
53.4639,0.3037,1.1737,1.578,0.1609,0.0151,0.188,0.3602,0.3602,2.1896,0.5601,0.0624,0.4576,0.1138,0.1704,0.942
53.5638,0.7638,1.3078,1.5846,0.3289,0.0815,0.0524,0.1958,0.1958,1.9468,0.7056,0.2658,0.4162,0.3527,0.1995,0.7957
53.6638,0.2042,1.1041,1.9133,0.2267,0.3242,0.3839,0.4837,0.4837,1.0856,0.3479,0.4003,0.3139,0.469,0.22,0.6149
53.7637,0.8975,0.5325,1.9674,0.1218,0.4363,0.4079,0.5618,0.5618,1.3999,0.4703,0.2667,0.0959,0.269,0.1446,0.5999
53.8636,0.4236,0.6146,1.6923,0.2907,0.2307,0.4988,0.363,0.363,0.7308,0.3709,0.0505,0.1116,0.2293,0.0783,0.6795
53.9636,0.8605,0.6891,1.4676,0.2334,0.2033,0.4956,0.5796,0.5796,1.5681,0.4845,0.2932,0.6227,0.2414,0.0438,0.732
54.0635,0.4561,0.5579,1.513,0.1849,0.015,0.3176,0.3761,0.3761,0.8711,0.325,0.286,0.6924,0.1652,0.0526,0.6513
54.1634,0.413,0.7954,1.5371,0.3393,0.1034,0.1581,0.2422,0.2422,1.3934,0.1486,0.0788,0.3061,0.225,0.0948,0.4276
54.2634,0.3689,0.89,1.4256,0.1928,0.2428,0.2235,0.615,0.615,0.8729,0.1989,0.1951,0.0808,0.3711,0.156,0.3255
54.3633,0.3579,0.9313,1.3348,0.1139,0.3509,0.4878,0.7121,0.7121,0.4157,0.0338,0.2979,0.2781,0.1908,0.1986,0.6032
54.4632,0.1516,0.8841,1.3112,0.2823,0.3404,0.5828,0.3257,0.3257,0.8898,0.1246,0.2207,0.3625,0.1212,0.2354,0.8842
54.5632,0.6705,0.5236,1.3152,0.2832,0.2775,0.4063,0.6396,0.6396,0.6487,0.0779,0.0674,0.8534,0.2864,0.2667,0.9953
54.6631,0.1175,0.1542,1.413,0.3384,0.0432,0.23,0.5309,0.5309,0.1329,0.1033,0.2473,0.4889,0.2471,0.2534,0.9717
54.763,0.4111,0.5091,1.5601,0.5086,0.0388,0.1718,0.2049,0.2049,0.9621,0.3795,0.3204,0.1289,0.107,0.2817,0.9059
54.863,0.4784,0.7898,1.5254,0.3843,0.2481,0.087,0.5724,0.5724,1.1776,0.1202,0.1804,0.1235,0.2191,0.3025,0.7951
54.9629,0.4708,0.9967,1.3417,0.2085,0.3884,0.4061,0.6959,0.6959,1.0764,0.3826,0.1787,0.119,0.1235,0.2179,0.6029
55.0628,0.2904,0.9887,1.3857,0.1677,0.343,0.5797,0.5474,0.5474,2.1213,0.2699,0.3182,0.4892,0.1211,0.1532,0.3262
55.1628,0.3397,0.7895,1.6728,0.3368,0.2345,0.6281,0.6452,0.6452,1.4317,0.4849,0.2235,0.5235,0.2973,0.1592,0.1817
55.2627,0.311,0.5925,1.7098,0.3213,0.0399,0.2646,0.3543,0.3543,2.15,0.3299,0.0531,0.4465,0.3286,0.1076,0.5909
55.3626,0.4297,0.5007,1.3404,0.4305,0.1223,0.0493,0.245,0.245,1.2998,0.37,0.2811,0.3836,0.0475,0.0589,0.9868
