Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Blue2_Y,Green2_X,Green2_Y,Orange2_X,Orange2_Y,Yellow2_X,Yellow2_Y,Pink2_X,Pink2_Y
10.5928,0.0519,0.0782,0.3285,0.2147,0.2105,0.0789,0.1612,0.352,0.4005,0.1666,0.8693,0.3136,6.1625,1.3166,0.0914,0.1286,0.6344,0.7016,0.6459,1092.018,0.3032,0.0826,0.6103,0.6798,0.4012,0.2804
10.6928,0.063,0.0816,0.3294,0.182,0.2097,0.0318,0.1615,0.3002,0.3787,0.1804,0.7889,0.4523,3.3113,1.1403,0.1012,0.1327,0.6275,0.7439,0.6354,1180.346,0.2947,0.0886,0.6092,0.6603,0.3846,0.1962
10.7927,0.0693,0.0765,0.3334,0.1602,0.2126,0.0394,0.1563,0.2372,0.3563,0.2001,0.6902,0.59,2.1199,1.4513,0.1182,0.1314,0.6089,0.7518,0.6596,1162.704,0.2873,0.0968,0.6414,0.6359,0.3913,0.2055
10.8926,0.0698,0.0634,0.3386,0.1616,0.2165,0.0782,0.1478,0.1668,0.3424,0.2166,0.6026,0.7168,1.8853,1.0613,0.1345,0.1244,0.5834,0.7204,0.7081,1040.841,0.2825,0.1063,0.6824,0.616,0.4176,0.3036
10.9926,0.0643,0.0439,0.3416,0.1832,0.2189,0.1093,0.1388,0.0951,0.341,0.2236,0.553,0.8275,2.1637,0.696,0.145,0.1125,0.5612,0.6614,0.7565,840.3679,0.2812,0.1162,0.7075,0.6083,0.4507,0.4182
11.0925,0.0538,0.0201,0.3392,0.2105,0.2177,0.1274,0.132,0.0434,0.3487,0.218,0.5461,0.9126,2.7948,2.8426,0.1475,0.0975,0.5524,0.6017,0.7823,619.1086,0.2832,0.1254,0.7032,0.6142,0.478,0.5151
11.1924,0.0407,0.0057,0.3299,0.2312,0.2129,0.1305,0.1295,0.0756,0.3576,0.2007,0.5599,0.96,2.7093,2.1443,0.1416,0.0826,0.5602,0.5744,0.7749,494.6813,0.2873,0.1332,0.67,0.6276,0.4917,0.5786
11.2924,0.0303,0.0303,0.3157,0.239,0.2056,0.1185,0.1316,0.1327,0.3612,0.176,0.5674,0.9578,1.396,0.8794,0.1287,0.073,0.5775,0.5949,0.7387,574.4743,0.2923,0.1397,0.6217,0.639,0.4892,0.6005
11.3923,0.0311,0.0517,0.3018,0.2319,0.1986,0.0924,0.1371,0.1825,0.3567,0.1526,0.5559,0.8994,1.502,0.8585,0.1118,0.0735,0.5918,0.645,0.694,758.2777,0.297,0.145,0.5814,0.6403,0.473,0.5778
11.4922,0.0419,0.0674,0.2946,0.2115,0.195,0.0545,0.1441,0.2199,0.3462,0.1417,0.531,0.7854,1.7496,1.2822,0.096,0.0838,0.5926,0.6912,0.6708,920.0885,0.3005,0.15,0.5709,0.629,0.4497,0.5128
11.5922,0.0542,0.0761,0.2975,0.1819,0.197,0.0082,0.1503,0.2437,0.3346,0.1495,0.5128,0.6262,4.346,1.4562,0.0875,0.0985,0.5761,0.7083,0.6907,1003.671,0.3021,0.1554,0.5937,0.6084,0.4279,0.4141
11.6921,0.0632,0.0769,0.308,0.1503,0.204,0.0425,0.154,0.2544,0.3267,0.1694,0.5225,0.4445,4.1731,2.4926,0.0899,0.1128,0.5473,0.6864,0.7464,989.0871,0.3014,0.1614,0.632,0.5872,0.4162,0.3004
11.792,0.0671,0.0698,0.3194,0.1269,0.2132,0.0931,0.154,0.2544,0.3246,0.1899,0.563,0.2907,1.99,1.0572,0.1003,0.1237,0.5187,0.632,0.8083,878.1478,0.298,0.1679,0.6623,0.5749,0.4184,0.2181
11.892,0.0651,0.0556,0.3248,0.1215,0.2207,0.139,0.1494,0.2474,0.3262,0.2023,0.6152,0.2723,4.9836,1.3831,0.1125,0.1296,0.5051,0.567,0.8476,691.337,0.292,0.1741,0.6687,0.5765,0.432,0.2433
11.9919,0.0576,0.036,0.3209,0.1343,0.2231,0.1762,0.1399,0.2379,0.3271,0.2022,0.6536,0.3915,6.2378,0.8533,0.1219,0.13,0.5134,0.5242,0.8484,474.2606,0.2839,0.1789,0.6472,0.5893,0.4497,0.3501
12.0918,0.0461,0.0131,0.3082,0.1549,0.2183,0.2011,0.1258,0.231,0.3242,0.1889,0.6601,0.5337,9.5735,0.9524,0.1263,0.1256,0.5365,0.5279,0.8125,337.4615,0.2745,0.1816,0.606,0.6043,0.4635,0.4659
12.1918,0.0336,0.0114,0.2915,0.1736,0.2062,0.2116,0.1082,0.2299,0.3172,0.1647,0.6277,0.6536,7.5045,2.1366,0.1253,0.1179,0.5588,0.5697,0.7598,422.1519,0.2648,0.1814,0.5626,0.6125,0.4675,0.5575
12.2917,0.0269,0.0338,0.2778,0.1848,0.1889,0.2068,0.0896,0.2348,0.3095,0.1358,0.5617,0.742,5.4294,1.717,0.1197,0.1094,0.5661,0.6174,0.7243,610.0312,0.2556,0.178,0.5378,0.6086,0.4587,0.6092
12.3916,0.0324,0.0526,0.2726,0.1856,0.1706,0.1872,0.0747,0.2432,0.3057,0.1135,0.4803,0.802,7.9826,0.3106,0.1118,0.1033,0.552,0.6424,0.7353,771.814,0.2478,0.1718,0.5419,0.5936,0.4374,0.6133
12.4916,0.0441,0.0658,0.2769,0.1751,0.1576,0.1559,0.0703,0.251,0.3085,0.1108,0.4137,0.841,7.3395,1.0087,0.1042,0.1025,0.5201,0.6309,0.7915,861.3987,0.2423,0.1633,0.5667,0.5736,0.4074,0.5682
12.5915,0.0549,0.0721,0.2867,0.154,0.1556,0.1191,0.0789,0.2544,0.3165,0.1282,0.3929,0.8642,7.5009,1.0566,0.0993,0.1075,0.4836,0.585,0.8621,862.8242,0.24,0.1535,0.593,0.5579,0.3756,0.4775
12.6914,0.0617,0.071,0.2964,0.1256,0.1656,0.0915,0.0951,0.2505,0.3242,0.1521,0.4199,0.8714,5.6407,0.3643,0.0981,0.1167,0.4613,0.5224,0.9122,776.6879,0.2413,0.1435,0.6041,0.5538,0.351,0.3512
12.7914,0.0632,0.0627,0.3022,0.0972,0.1826,0.0966,0.1122,0.2379,0.3257,0.1708,0.4646,0.8576,2.0872,2.3661,0.0997,0.1267,0.4663,0.474,0.9202,617.2812,0.2461,0.1342,0.5932,0.5622,0.3414,0.2088
12.8913,0.0592,0.0481,0.3031,0.0833,0.2001,0.1324,0.1258,0.2162,0.3177,0.1782,0.4979,0.8168,5.2675,1.1628,0.1024,0.135,0.4939,0.4687,0.8832,414.8082,0.2534,0.1264,0.5641,0.5774,0.3483,0.1193
12.9912,0.0502,0.0289,0.2999,0.0955,0.2126,0.1764,0.1337,0.1858,0.3011,0.1719,0.5066,0.7468,5.345,1.1601,0.1043,0.1394,0.5259,0.5063,0.8182,244.2096,0.2615,0.1206,0.5295,0.5903,0.3654,0.2055
13.0912,0.0381,0.0079,0.2944,0.1228,0.2171,0.2158,0.1351,0.1482,0.2816,0.1529,0.4925,0.6543,4.2792,0.6281,0.1047,0.1393,0.5439,0.5572,0.7601,284.9874,0.2689,0.1172,0.5064,0.5941,0.3827,0.3366
13.1911,0.0272,0.0169,0.2877,0.1495,0.2122,0.2441,0.1305,0.1054,0.2685,0.1249,0.4687,0.5589,4.9703,0.6131,0.1039,0.1345,0.5379,0.591,0.7472,464.0733,0.2744,0.1166,0.5054,0.586,0.391,0.4443
13.291,0.0257,0.0372,0.2804,0.1669,0.1985,0.2579,0.1219,0.0598,0.2696,0.0957,0.4526,0.4947,2.8344,1.1385,0.1026,0.1258,0.5085,0.5912,0.7913,628.063,0.2776,0.1191,0.5233,0.569,0.3851,0.5102
13.391,0.035,0.0539,0.2729,0.1711,0.1785,0.2556,0.1127,0.014,0.2844,0.0791,0.455,0.4947,3.4971,2.0075,0.1018,0.1149,0.4672,0.5564,0.8644,732.1409,0.2786,0.1242,0.5456,0.5498,0.3642,0.5259
13.4909,0.0467,0.0651,0.2665,0.1612,0.1563,0.2377,0.107,0.0305,0.3044,0.0864,0.4712,0.5549,6.6965,1.4055,0.1022,0.1041,0.4344,0.5,0.9259,760.3669,0.2773,0.1311,0.558,0.5364,0.3327,0.4893
13.5908,0.056,0.0696,0.2632,0.1393,0.1385,0.2066,0.108,0.0701,0.3193,0.1076,0.4859,0.6384,5.339,1.3679,0.1033,0.0959,0.4291,0.4489,0.9469,710.0035,0.2738,0.1387,0.5528,0.5336,0.3,0.404
13.6908,0.0606,0.0671,0.2644,0.1113,0.132,0.1677,0.1153,0.1037,0.3216,0.1278,0.4849,0.7117,4.4202,0.7603,0.1041,0.0925,0.4535,0.4338,0.9185,588.7717,0.2685,0.1457,0.5318,0.5403,0.2794,0.2788
13.7907,0.0599,0.058,0.2696,0.0885,0.1394,0.1318,0.1256,0.1301,0.3094,0.1392,0.4626,0.7571,2.6155,0.9511,0.1033,0.0939,0.4897,0.4633,0.8522,414.5445,0.2614,0.1514,0.5042,0.55,0.2809,0.1278
13.8906,0.0538,0.0432,0.2758,0.0869,0.1562,0.1177,0.1346,0.1493,0.2861,0.1391,0.4252,0.7704,5.624,1.5998,0.1003,0.0984,0.5162,0.5142,0.7797,223.8773,0.2535,0.1555,0.4837,0.5553,0.3022,0.0541
13.9906,0.0436,0.0244,0.2789,0.1068,0.175,0.1377,0.1395,0.1622,0.2611,0.1281,0.39,0.7564,7.1288,1.9853,0.0952,0.1035,0.5193,0.5561,0.7432,165.0731,0.2459,0.1581,0.4801,0.552,0.3305,0.2059
14.0905,0.0315,0.0036,0.2757,0.1325,0.19,0.1774,0.1383,0.1709,0.2473,0.1091,0.3791,0.725,3.7543,2.27,0.0891,0.1073,0.4962,0.5701,0.7671,326.8108,0.24,0.1597,0.4926,0.5402,0.3521,0.3447
14.1904,0.023,0.0172,0.2657,0.1528,0.1975,0.219,0.1307,0.1785,0.2534,0.0875,0.403,0.6854,3.634,1.2574,0.0844,0.1087,0.4556,0.5517,0.8328,500.4527,0.237,0.1609,0.5106,0.525,0.3583,0.4493
14.2904,0.0262,0.0358,0.2517,0.1624,0.1957,0.2526,0.1173,0.1882,0.2755,0.0723,0.449,0.6413,3.6417,0.8093,0.0835,0.1076,0.4168,0.5096,0.8985,628.5256,0.2371,0.1623,0.5223,0.5135,0.3454,0.5087
14.3903,0.037,0.0503,0.2395,0.1597,0.1845,0.2729,0.0996,0.2023,0.3005,0.0719,0.4959,0.5889,5.3975,0.3841,0.0875,0.1049,0.4026,0.4645,0.9291,692.1128,0.2396,0.1647,0.5208,0.511,0.3154,0.517
14.4902,0.0478,0.0593,0.2351,0.1455,0.1655,0.2776,0.0803,0.2211,0.3163,0.0837,0.5286,0.5195,5.845,1.7374,0.095,0.1019,0.422,0.4421,0.9093,683.6246,0.2435,0.1686,0.5067,0.5177,0.2761,0.4737
14.5901,0.0552,0.062,0.2405,0.1228,0.1422,0.2665,0.0632,0.2425,0.3161,0.0978,0.5417,0.4252,2.3773,2.2336,0.1032,0.1004,0.4606,0.4555,0.8445,604.3151,0.2473,0.1746,0.4875,0.5288,0.2413,0.3838
14.6901,0.0577,0.0583,0.252,0.0964,0.121,0.2418,0.0537,0.2634,0.2988,0.1078,0.5385,0.3034,2.2329,2.0396,0.1092,0.1019,0.4951,0.4922,0.7611,463.9973,0.2499,0.1829,0.4737,0.537,0.2279,0.2581
14.79,0.055,0.0485,0.2632,0.0754,0.1112,0.2083,0.0549,0.2802,0.2693,0.1111,0.5277,0.1595,2.2266,0.9066,0.111,0.1066,0.5083,0.5271,0.7016,282.973,0.2506,0.1933,0.4729,0.5372,0.2422,0.1197
14.8899,0.0475,0.0338,0.2686,0.072,0.1187,0.1749,0.0636,0.2899,0.2389,0.1081,0.5181,0.0414,1.8358,1.1769,0.1077,0.1134,0.494,0.5411,0.7018,126.3808,0.2488,0.2053,0.4844,0.5279,0.2723,0.1089
14.9899,0.0366,0.0157,0.2659,0.0877,0.1389,0.1554,0.0742,0.2901,0.2231,0.1004,0.5138,0.1683,3.3479,0.7347,0.0996,0.1205,0.457,0.5273,0.7568,223.6839,0.2443,0.218,0.4998,0.512,0.3005,0.2485
15.0898,0.0255,0.0038,0.2565,0.1101,0.1627,0.1618,0.084,0.2795,0.2313,0.0911,0.5118,0.3058,4.0309,1.3388,0.0884,0.126,0.4131,0.4913,0.8259,410.3354,0.237,0.2301,0.5096,0.4954,0.3142,0.3837
15.1897,0.0217,0.0228,0.2441,0.1299,0.1828,0.1902,0.0919,0.258,0.2568,0.0836,0.5049,0.4128,1.8671,2.0585,0.0772,0.1282,0.3847,0.4501,0.8691,566.9388,0.2273,0.2402,0.508,0.4841,0.3073,0.4884
15.2897,0.0295,0.0392,0.2338,0.1424,0.195,0.2262,0.0983,0.2267,0.2843,0.0807,0.4873,0.4794,3.2019,1.4517,0.0707,0.126,0.3883,0.4266,0.8648,666.4872,0.2159,0.2474,0.4954,0.4817,0.2791,0.5515
15.3896,0.0408,0.0515,0.2292,0.1451,0.1976,0.2583,0.1037,0.188,0.3014,0.0829,0.4587,0.5055,3.4292,0.1946,0.0721,0.1189,0.4181,0.435,0.8122,695.5148,0.2037,0.2508,0.4776,0.487,0.2344,0.5677
15.4895,0.0504,0.0583,0.2304,0.1371,0.1902,0.2795,0.1087,0.1465,0.302,0.0887,0.4254,0.5016,3.3612,1.4359,0.0802,0.1069,0.4522,0.4671,0.7311,649.714,0.1924,0.2501,0.4633,0.4954,0.1843,0.5364
15.5895,0.0558,0.0591,0.2348,0.1191,0.1742,0.2862,0.1133,0.1095,0.286,0.096,0.3981,0.4896,2.3121,1.323,0.0901,0.0909,0.4709,0.5012,0.6588,534.2123,0.1834,0.2455,0.4591,0.5017,0.1501,0.4618
15.6894,0.0563,0.0539,0.2393,0.0938,0.1527,0.2769,0.1171,0.0898,0.259,0.1027,0.386,0.4946,1.5601,0.8913,0.0976,0.0726,0.4647,0.5187,0.6363,365.3801,0.1784,0.2373,0.4649,0.5028,0.1547,0.3526
15.7893,0.0517,0.0432,0.2419,0.068,0.1302,0.2522,0.1199,0.0962,0.2321,0.1076,0.3891,0.5283,2.0443,1.9116,0.0999,0.055,0.4347,0.5118,0.6731,187.6985,0.1782,0.2263,0.4747,0.4988,0.1895,0.2215
15.8893,0.0429,0.0283,0.2423,0.0576,0.1131,0.2143,0.1211,0.1177,0.219,0.1093,0.3986,0.5782,0.5171,0.9237,0.0962,0.0444,0.3934,0.484,0.7368,194.6608,0.1827,0.213,0.4806,0.4925,0.2274,0.0935
15.9892,0.0318,0.0107,0.241,0.0739,0.1074,0.1668,0.1204,0.1396,0.2265,0.1069,0.4035,0.6201,2.4723,0.5385,0.0869,0.0473,0.3612,0.4487,0.7855,381.4006,0.1908,0.1982,0.4778,0.4883,0.2513,0.1051
16.0891,0.0227,0.0079,0.2384,0.1014,0.1137,0.115,0.1178,0.1544,0.2481,0.1001,0.3984,0.6331,4.0062,1.3405,0.0742,0.0604,0.3574,0.425,0.7931,561.3537,0.2009,0.1828,0.4667,0.4892,0.2535,0.2203
16.1891,0.0233,0.0252,0.2344,0.1259,0.1262,0.0695,0.1136,0.1596,0.2704,0.0896,0.3855,0.6077,6.7411,0.663,0.0626,0.076,0.3823,0.426,0.7536,688.967,0.2111,0.1677,0.4523,0.4956,0.2331,0.3204
16.289,0.0327,0.0398,0.2289,0.1408,0.1388,0.0577,0.1078,0.1555,0.2831,0.0787,0.3734,0.5471,5.3554,0.6461,0.0589,0.0898,0.4174,0.4473,0.6801,744.3861,0.2201,0.154,0.4418,0.5042,0.1948,0.3892
16.3889,0.0433,0.05,0.2227,0.1432,0.1474,0.0862,0.1007,0.1452,0.2818,0.0733,0.372,0.4697,3.7854,1.4346,0.0663,0.1,0.442,0.4712,0.6033,719.2484,0.2271,0.1428,0.4401,0.5107,0.1526,0.4214
16.4889,0.0512,0.055,0.2177,0.1326,0.1505,0.12,0.0922,0.1342,0.267,0.0789,0.3847,0.4079,6.5359,1.1331,0.08,0.1059,0.4446,0.4807,0.5635,616.1548,0.2315,0.1352,0.4466,0.5115,0.1356,0.4169
16.5888,0.0548,0.0543,0.2167,0.1107,0.1481,0.1451,0.0826,0.1304,0.2445,0.0938,0.4049,0.3951,7.1838,1.2895,0.0938,0.1076,0.424,0.4669,0.5812,450.0161,0.2333,0.1316,0.4552,0.5058,0.165,0.3807
16.6887,0.0535,0.048,0.2207,0.0824,0.1418,0.1572,0.0723,0.1396,0.2237,0.1112,0.4216,0.4292,7.333,1.3212,0.1036,0.106,0.3889,0.4316,0.6347,258.2375,0.2325,0.1313,0.4593,0.4956,0.2189,0.3225
16.7887,0.0476,0.0368,0.2285,0.0591,0.1339,0.1548,0.0628,0.1605,0.2144,0.1247,0.426,0.4736,4.3911,0.9359,0.1071,0.1022,0.3565,0.3872,0.6838,189.1566,0.2296,0.133,0.455,0.4855,0.2702,0.2583
16.8886,0.0381,0.022,0.2361,0.0613,0.1274,0.1384,0.0569,0.1869,0.2203,0.1304,0.4161,0.4941,3.7066,1.4312,0.1037,0.0977,0.3455,0.3544,0.6999,355.7991,0.2248,0.1352,0.4433,0.48,0.3045,0.2111
16.9885,0.0273,0.0056,0.2395,0.0863,0.1243,0.1096,0.0579,0.2125,0.2353,0.1263,0.3972,0.4744,5.666,1.413,0.0941,0.0939,0.3615,0.3513,0.6729,547.9716,0.2189,0.1363,0.4295,0.4813,0.3148,0.202
17.0885,0.0209,0.0127,0.2361,0.1145,0.1252,0.0715,0.0664,0.2325,0.2498,0.1126,0.3802,0.415,4.0196,1.2909,0.0803,0.0915,0.3915,0.3763,0.6106,692.1516,0.2127,0.1354,0.4204,0.4881,0.2996,0.2236
17.1884,0.0251,0.0283,0.2263,0.1363,0.1288,0.0315,0.0796,0.2442,0.2567,0.0927,0.376,0.3354,3.4978,1.3694,0.0664,0.0907,0.4168,0.4092,0.5372,762.6279,0.2072,0.1318,0.4203,0.4961,0.2623,0.2476
17.2883,0.035,0.041,0.2134,0.1478,0.1325,0.0342,0.0939,0.2461,0.2534,0.0751,0.3866,0.2812,1.7516,0.4644,0.0587,0.0905,0.4246,0.43,0.4887,748.7063,0.2032,0.1254,0.4276,0.5009,0.2129,0.2531
17.3883,0.0444,0.0493,0.2028,0.1479,0.1339,0.0751,0.1065,0.2377,0.2416,0.0732,0.4034,0.3048,2.3026,0.3851,0.0623,0.09,0.4114,0.4282,0.491,652.23,0.2012,0.1163,0.4358,0.4994,0.1717,0.2308
17.4882,0.0505,0.0524,0.1996,0.1375,0.1316,0.1134,0.1154,0.2198,0.2265,0.0902,0.4133,0.3881,5.6732,2.2236,0.0741,0.0883,0.3831,0.4043,0.533,488.7659,0.2015,0.1049,0.4383,0.4918,0.1672,0.1799
17.5881,0.0521,0.0502,0.2048,0.1187,0.1253,0.1423,0.1195,0.1936,0.215,0.1138,0.4071,0.4759,4.664,2.0743,0.0873,0.0848,0.3528,0.3692,0.5791,297.7084,0.2037,0.092,0.4318,0.4807,0.2024,0.1106
17.6881,0.049,0.0427,0.2145,0.0958,0.1163,0.1583,0.1185,0.1611,0.212,0.1331,0.3832,0.5345,3.6142,1.4419,0.0973,0.0798,0.3372,0.3414,0.6003,215.4229,0.2074,0.0788,0.4179,0.4703,0.2495,0.0819
17.788,0.0417,0.031,0.2231,0.0758,0.1075,0.1599,0.113,0.1245,0.2172,0.1423,0.3491,0.5499,3.043,0.6246,0.1015,0.0742,0.3447,0.3379,0.5845,366.4001,0.212,0.067,0.4027,0.4647,0.2858,0.1624
17.8879,0.0315,0.0162,0.2264,0.0688,0.1031,0.147,0.1041,0.0863,0.2255,0.1388,0.3215,0.5216,3.9007,0.9385,0.099,0.0695,0.3681,0.3588,0.5351,559.7475,0.2164,0.0592,0.3938,0.4653,0.3001,0.2708
17.9879,0.0217,0.0011,0.2233,0.0796,0.1063,0.122,0.0943,0.049,0.2315,0.1229,0.3185,0.4609,6.8639,0.1091,0.0904,0.067,0.3918,0.387,0.4704,708.0361,0.2197,0.0574,0.3954,0.4708,0.2878,0.3728
18.0878,0.0192,0.0162,0.2153,0.0994,0.1168,0.0915,0.0862,0.0158,0.232,0.0975,0.3435,0.3891,7.3782,1.5854,0.0773,0.0676,0.4033,0.4037,0.4199,781.4648,0.2211,0.0618,0.4046,0.4773,0.2499,0.454
18.1877,0.0269,0.0304,0.2058,0.1188,0.1308,0.0731,0.0823,0.0174,0.2271,0.0696,0.3814,0.3346,6.0529,1.6601,0.0634,0.0708,0.3976,0.3985,0.4105,768.0334,0.2198,0.0703,0.4141,0.481,0.1919,0.5046
18.2877,0.0371,0.0413,0.1983,0.1326,0.1438,0.0904,0.0829,0.0394,0.22,0.0555,0.413,0.3168,6.7591,1.871,0.0546,0.075,0.3777,0.3709,0.4397,669.4128,0.2158,0.0799,0.4163,0.4792,0.1265,0.5183
18.3876,0.0454,0.0478,0.195,0.1378,0.1525,0.1318,0.0861,0.0543,0.2146,0.0691,0.4265,0.3239,6.6854,0.8845,0.0569,0.0788,0.3533,0.3309,0.4792,501.7193,0.2096,0.0886,0.4079,0.4713,0.0863,0.4923
18.4875,0.0498,0.0494,0.1956,0.1333,0.1546,0.1769,0.0889,0.0613,0.2137,0.0943,0.4198,0.3247,8.3597,0.6796,0.0683,0.0813,0.3375,0.2973,0.5019,305.3753,0.2021,0.095,0.3911,0.4591,0.1134,0.4284
18.5875,0.0498,0.0459,0.1982,0.1191,0.1491,0.2159,0.0889,0.061,0.2166,0.1156,0.4001,0.2956,6.8546,0.7775,0.0821,0.0823,0.3387,0.2898,0.4947,218.6934,0.1943,0.0982,0.3737,0.446,0.166,0.3335
18.6874,0.0452,0.0377,0.201,0.0972,0.1365,0.2434,0.0847,0.0564,0.2201,0.1267,0.3821,0.2272,3.697,1.5381,0.0937,0.0826,0.3544,0.3101,0.4588,370.571,0.1872,0.098,0.3653,0.4358,0.2069,0.2241
18.7873,0.0369,0.0259,0.2031,0.0727,0.1185,0.2561,0.0765,0.0542,0.2205,0.1254,0.3808,0.1219,4.1969,0.3684,0.1004,0.0839,0.3734,0.3397,0.4076,565.3722,0.1817,0.0944,0.3711,0.4311,0.2241,0.1516
18.8872,0.0266,0.0119,0.2044,0.0575,0.0989,0.2526,0.0656,0.0639,0.2165,0.1121,0.3999,0.0135,3.3279,0.5927,0.1013,0.0877,0.3851,0.358,0.3649,713.0292,0.1782,0.0883,0.3873,0.432,0.2134,0.2059
18.9872,0.0185,0.0058,0.2045,0.0653,0.0837,0.2331,0.0551,0.0866,0.2094,0.0899,0.4282,0.1533,3.1465,1.0627,0.0966,0.095,0.3843,0.3532,0.3537,783.5139,0.1771,0.0808,0.4041,0.4359,0.176,0.3275
19.0871,0.02,0.0192,0.2029,0.0881,0.0806,0.1991,0.0501,0.1167,0.2032,0.065,0.4493,0.2897,1.7429,1.2518,0.0873,0.1053,0.3723,0.324,0.376,765.3534,0.1781,0.0742,0.4119,0.4391,0.1187,0.4495
19.187,0.0292,0.0314,0.1989,0.1107,0.0908,0.1543,0.0544,0.1484,0.2023,0.0505,0.4502,0.4048,0.8336,1.2968,0.0758,0.117,0.3559,0.2791,0.4103,661.1728,0.1808,0.0718,0.4063,0.4382,0.0655,0.5493
19.287,0.0387,0.0402,0.1924,0.1255,0.1078,0.1052,0.0655,0.1776,0.2083,0.0596,0.426,0.4883,1.4249,1.6842,0.0651,0.1279,0.3443,0.2385,0.4338,488.291,0.1842,0.077,0.3889,0.4318,0.0909,0.6157
19.3869,0.0455,0.0446,0.185,0.1289,0.1244,0.0695,0.0782,0.201,0.2183,0.0805,0.3799,0.5379,0.4048,0.4936,0.0589,0.1363,0.3433,0.2278,0.4344,289.3439,0.187,0.0906,0.3681,0.4207,0.1631,0.6424
19.4868,0.0483,0.0442,0.1798,0.12,0.1361,0.0819,0.0892,0.2158,0.2267,0.0992,0.3235,0.5607,0.9566,0.2933,0.0592,0.1407,0.3519,0.2528,0.4119,214.6469,0.1883,0.1107,0.3551,0.4084,0.2306,0.6274
19.5868,0.0468,0.0389,0.1797,0.1001,0.1406,0.1267,0.0965,0.2203,0.2287,0.1098,0.2758,0.5725,2.5634,0.6414,0.0642,0.1401,0.3628,0.2907,0.376,377.9107,0.1871,0.1344,0.3579,0.3987,0.2788,0.5721
19.6867,0.0411,0.0295,0.1857,0.0729,0.137,0.1738,0.0995,0.2137,0.2221,0.1105,0.256,0.5914,3.7823,0.9946,0.0702,0.1342,0.3687,0.3171,0.3442,572.326,0.1832,0.1596,0.3743,0.3947,0.3008,0.4821
19.7866,0.0324,0.0169,0.195,0.048,0.1256,0.2126,0.0985,0.1962,0.2082,0.1017,0.2653,0.6276,1.0243,0.6342,0.0744,0.1232,0.3658,0.3194,0.3339,715.8775,0.1766,0.1845,0.3937,0.3961,0.2945,0.3665
19.8866,0.023,0.0033,0.2033,0.047,0.1082,0.2386,0.0943,0.1689,0.1925,0.0858,0.2844,0.6754,1.8084,0.6842,0.0753,0.1081,0.3552,0.2953,0.3491,781.096,0.1677,0.2075,0.405,0.4003,0.2632,0.2423
19.9865,0.0185,0.0131,0.2067,0.0708,0.088,0.2493,0.0883,0.1345,0.1829,0.0678,0.2943,0.7179,1.7102,1.1349,0.073,0.0909,0.3425,0.2527,0.3771,757.97,0.157,0.2278,0.4015,0.4033,0.2174,0.1549
20.0864,0.0235,0.0266,0.2034,0.0977,0.0717,0.2443,0.082,0.0971,0.1854,0.0561,0.2878,0.7372,1.2519,0.7667,0.0683,0.0746,0.3341,0.2113,0.4011,649.967,0.1451,0.2444,0.3836,0.4023,0.1803,0.1925
20.1864,0.0326,0.0377,0.1943,0.1182,0.0686,0.2248,0.0766,0.0655,0.1985,0.0592,0.2703,0.7209,1.1464,0.6202,0.0629,0.0637,0.3338,0.1995,0.4108,474.0215,0.1328,0.2568,0.3588,0.397,0.1839,0.3034
20.2863,0.0408,0.045,0.1832,0.1292,0.0812,0.1943,0.073,0.0573,0.2145,0.0735,0.258,0.6647,2.1588,0.5495,0.0587,0.0628,0.3397,0.2268,0.4043,268.4657,0.1214,0.2645,0.3399,0.3895,0.2305,0.4157
20.3862,0.0459,0.0479,0.1751,0.1297,0.1014,0.1599,0.071,0.0762,0.225,0.0893,0.2693,0.5729,1.9397,0.8753,0.057,0.0712,0.3462,0.269,0.3868,180.7435,0.1124,0.2674,0.3382,0.3831,0.2902,0.5073
20.4862,0.047,0.046,0.1739,0.1206,0.1214,0.1346,0.0703,0.1012,0.225,0.1012,0.3065,0.4572,2.0471,0.9071,0.0576,0.0835,0.348,0.3002,0.3683,346.9882,0.1074,0.2654,0.3543,0.381,0.3396,0.5691
20.5861,0.0439,0.0396,0.1793,0.1036,0.1365,0.1348,0.0703,0.1206,0.2135,0.1068,0.3538,0.3361,1.4976,1.2739,0.0593,0.0954,0.3432,0.3068,0.3593,538.1509,0.1073,0.2586,0.3776,0.3835,0.3662,0.5964
20.686,0.037,0.0292,0.1875,0.0823,0.1444,0.1621,0.0706,0.1299,0.194,0.1059,0.393,0.235,1.9412,1.2561,0.0606,0.1041,0.3341,0.2853,0.3649,676.47,0.1114,0.2475,0.3945,0.3887,0.3646,0.5878
20.786,0.0276,0.0161,0.1941,0.0624,0.1443,0.2012,0.0712,0.1272,0.1747,0.0994,0.4121,0.1849,0.3771,0.8611,0.0609,0.1086,0.3256,0.2414,0.3818,737.671,0.1181,0.2323,0.396,0.3929,0.335,0.5442
20.8859,0.0183,0.0017,0.196,0.0549,0.1363,0.2387,0.0718,0.1123,0.1666,0.0895,0.4064,0.1911,2.3953,0.2076,0.0604,0.1084,0.3226,0.1914,0.4014,713.3363,0.1257,0.2136,0.3801,0.3928,0.2833,0.4687
